year,month,day,team,opponent,location,teamscore,oppscore,scorediff,predscorediff,GEI
2017,11,15,Central Ark.,UCLA,V,NA,NA,NA,-38,8.060000285
2017,11,12,Central Conn. St.,Rutgers,V,67,71,-4,-21.6,9.266644524
2017,11,14,Central Conn. St.,St. John's (NY),V,NA,NA,NA,-26,8.309383259
2017,11,17,Central Conn. St.,East Carolina,V,NA,NA,NA,-18.4,10.08918807
2017,11,13,Central Mich.,Michigan,V,65,72,-7,-26.6,16.33351709
2017,11,12,Charleston So.,North Carolina St.,V,56,78,-22,-23.2,10.32250867
2017,11,18,Charleston So.,USC Upstate,V,NA,NA,NA,-10.5,15.0706245
2017,11,13,Charlotte,Oklahoma St.,V,65,83,-18,-27.3,15.62351983
2017,11,18,Charlotte,Col. of Charleston,H,NA,NA,NA,-6.2,24.19023353
2017,11,13,Chattanooga,UAB,V,47,89,-42,-8.3,31.90642219
2017,11,12,Chicago St.,Purdue,V,42,111,-69,-43.4,4.26537907
2017,11,16,Chicago St.,Notre Dame,V,NA,NA,NA,-38.7,4.637571638
2017,11,18,Chicago St.,UNI,V,NA,NA,NA,-24.1,6.378367219
2017,11,13,Cincinnati,Western Caro.,H,102,51,51,39.9,5.448598865
2017,11,16,Cincinnati,Coppin St.,H,NA,NA,NA,41.5,4.320453652
2017,11,12,Clemson,N.C. A&T,H,87,63,24,37.1,3.293963053
2017,11,16,Clemson,Ohio,H,NA,NA,NA,13.4,31.33108769
2017,11,14,Cleveland St.,Rutgers,V,NA,NA,NA,-10.6,25.76004394
2017,11,17,Cleveland St.,Coppin St.,H,NA,NA,NA,16.6,7.711997135
2017,11,14,Coastal Caro.,Lamar University,V,NA,NA,NA,1.7,28.91152298
2017,11,17,Coastal Caro.,UTSA,H,NA,NA,NA,7.7,28.10354802
2017,11,13,Col. of Charleston,Wichita St.,V,63,81,-18,-21.7,24.63137722
2017,11,18,Col. of Charleston,Charlotte,V,NA,NA,NA,6.3,24.19023353
2017,11,16,Colgate,Cornell,H,NA,NA,NA,3.1,32.96708383
2017,11,14,Colorado,Denver,H,NA,NA,NA,17.3,21.60980921
2017,11,17,Colorado,Quinnipiac,H,NA,NA,NA,23.5,13.76475763
2017,11,14,Colorado St.,Winthrop,H,NA,NA,NA,8.5,34.23586505
2017,11,17,Colorado St.,Tulane,H,NA,NA,NA,10.6,28.68085799
2017,11,14,Columbia,Longwood,V,NA,NA,NA,14.1,5.445006171
2017,11,17,Columbia,Penn St.,V,NA,NA,NA,-12.5,25.78778564
2017,11,12,Coppin St.,East Carolina,V,50,76,-26,-21.2,6.742456236
2017,11,16,Coppin St.,Cincinnati,V,NA,NA,NA,-41.5,4.320453652
2017,11,17,Coppin St.,Cleveland St.,V,NA,NA,NA,-16.5,7.711997135
2017,11,13,Cornell,Binghamton,H,94,84,10,5.4,24.45234249
2017,11,16,Cornell,Colgate,V,NA,NA,NA,-3.1,32.96708383
2017,11,12,Creighton,Alcorn,H,109,72,37,35.6,8.145136875
2017,11,15,Creighton,Northwestern,V,NA,NA,NA,4.7,44.96941549
2017,11,14,Davidson,UNCW,H,NA,NA,NA,0.3,53.9085287
2017,11,16,Dayton,Hofstra,H,NA,NA,NA,16.5,23.57748852
2017,11,13,DePaul,Delaware St.,H,81,57,24,24.4,6.637619774
2017,11,17,DePaul,Illinois,V,NA,NA,NA,-11.9,33.46167473
2017,11,14,Delaware,Bradley,V,NA,NA,NA,-7.9,26.59494699
2017,11,13,Delaware St.,DePaul,V,57,81,-24,-24.4,6.637619774
2017,11,15,Delaware St.,Fort Wayne,V,NA,NA,NA,-20.8,7.283326812
2017,11,16,Delaware St.,Ill.-Chicago,V,NA,NA,NA,-15.8,8.400096037
2017,11,12,Denver,UC Irvine,H,69,83,-14,-3.5,29.26835107
2017,11,14,Denver,Colorado,V,NA,NA,NA,-17.3,21.60980921
2017,11,18,Detroit Mercy,Seattle U,H,NA,NA,NA,2.8,31.91230086
2017,11,17,Drake,Wake Forest,H,NA,NA,NA,-16.4,18.01432281
2017,11,17,Drexel,Houston,H,NA,NA,NA,-16.6,17.06923235
2017,11,14,Duke,Michigan St.,H,NA,NA,NA,11.7,46.59929777
2017,11,17,Duke,Southern U.,H,NA,NA,NA,41.2,7.058289489
2017,11,14,Duquesne,VMI,H,NA,NA,NA,14.1,10.67092166
2017,11,13,ETSU,Savannah St.,V,76,61,15,17,9.822574962
2017,11,17,ETSU,Kentucky,V,NA,NA,NA,-21.9,25.21262013
2017,11,12,East Carolina,Coppin St.,H,76,50,26,21.2,6.742456236
2017,11,15,East Carolina,Radford,H,NA,NA,NA,13.4,17.23093295
2017,11,17,East Carolina,Central Conn. St.,H,NA,NA,NA,18.4,10.08918807
2017,11,15,Eastern Ill.,Western Ill.,V,NA,NA,NA,4.4,19.42396024
2017,11,17,Eastern Ill.,IUPUI,H,NA,NA,NA,3,41.33798275
2017,11,13,Eastern Ky.,Ole Miss,V,75,85,-10,-19.4,19.38237534
2017,11,16,Eastern Mich.,Arkansas St.,H,NA,NA,NA,3.8,48.3919303
2017,11,18,Eastern Mich.,Howard,H,NA,NA,NA,18.8,12.11090164
2017,11,12,Eastern Wash.,Washington,V,69,79,-10,-9.5,29.82388138
2017,11,14,Eastern Wash.,Stanford,V,NA,NA,NA,-12.7,26.06967107
2017,11,17,Eastern Wash.,UNLV,V,NA,NA,NA,-6.1,35.40568053
2017,11,14,Elon,Furman,V,NA,NA,NA,-3.9,44.95113623
2017,11,17,Elon,FIU,H,NA,NA,NA,10.3,22.91778832
2017,11,13,Evansville,N.C. Central,H,68,55,13,7.1,34.75340055
2017,11,16,Evansville,Southeast Mo. St.,H,NA,NA,NA,9.6,27.46266623
2017,11,18,Evansville,Binghamton,H,NA,NA,NA,15.5,16.38263342
2017,11,13,FGCU,Siena,V,86,53,33,6.9,26.42140456
2017,11,18,FGCU,Bowling Green,V,NA,NA,NA,8.8,22.79053458
2017,11,12,FIU,Stetson,H,64,70,-6,7.7,19.1492994
2017,11,17,FIU,Elon,H,NA,NA,NA,-4.6,22.91778832
2017,11,18,FIU,Milwaukee,V,NA,NA,NA,-6.4,27.31941176
2017,11,14,Fairfield,Loyola Maryland,H,NA,NA,NA,4,35.85746339
2017,11,18,Fairfield,Purdue,V,NA,NA,NA,-28.6,16.26554085
2017,11,12,Fairleigh Dickinson,Penn St.,V,57,81,-24,-18,16.66585906
2017,11,13,Florida,Gardner-Webb,H,116,74,42,34.4,13.8354728
2017,11,16,Florida,North Florida,H,NA,NA,NA,35.3,13.18557863
2017,11,16,Florida A&M,Miami (FL),V,NA,NA,NA,-41,2.545476102
2017,11,18,Florida A&M,Mississippi St.,V,NA,NA,NA,-32.2,3.052985159
2017,11,14,Florida St.,George Washington,H,NA,NA,NA,22.9,21.40682783
2017,11,17,Florida St.,Fordham,H,NA,NA,NA,27.1,16.63289228
2017,11,13,Fordham,LIU Brooklyn,H,81,68,13,5.9,29.24537089
2017,11,17,Fordham,Florida St.,H,NA,NA,NA,-21.4,16.63289228
2017,11,15,Fort Wayne,Delaware St.,H,NA,NA,NA,20.8,7.283326812
2017,11,18,Fort Wayne,Ill.-Chicago,V,NA,NA,NA,2.1,29.0256777
2017,11,13,Fresno St.,CSUN,H,89,73,16,12.9,22.9624735
2017,11,17,Fresno St.,Arkansas,V,NA,NA,NA,-15.7,30.13422163
2017,11,14,Furman,Elon,H,NA,NA,NA,3.9,44.95113623
2017,11,18,Furman,Butler,V,NA,NA,NA,-20.3,23.33636613
2017,11,13,Ga. Southern,CSU Bakersfield,H,77,53,24,0.8,42.88998004
2017,11,13,Gardner-Webb,Florida,V,74,116,-42,-34.4,13.8354728
2017,11,15,Gardner-Webb,UCF,V,NA,NA,NA,-18.8,19.76117103
2017,11,12,George Mason,Louisville,V,61,72,-11,-25.2,20.75839071
2017,11,16,George Mason,Binghamton,H,NA,NA,NA,14.4,16.94005088
2017,11,18,George Mason,CSUN,H,NA,NA,NA,9.5,26.27615761
2017,11,14,George Washington,Florida St.,V,NA,NA,NA,-22.8,21.40682783
2017,11,18,George Washington,Hampton,H,NA,NA,NA,15.4,14.72805662
2017,11,12,Georgetown,Jacksonville,H,73,57,16,23.1,14.97145385
2017,11,15,Georgetown,Mt. St. Mary's,H,NA,NA,NA,18.8,20.51875207
2017,11,18,Georgetown,UMES,H,NA,NA,NA,28.9,9.218811846
2017,11,14,Georgia,USC Upstate,H,NA,NA,NA,22,16.80136598
2017,11,14,Georgia St.,Rice,V,NA,NA,NA,0.7,38.61046358
2017,11,17,Georgia St.,Ole Miss,V,NA,NA,NA,-11.5,33.69332261
2017,11,14,Gonzaga,Howard,H,NA,NA,NA,41.5,7.423211764
2017,11,18,Gonzaga,Utah St.,H,NA,NA,NA,24.7,22.33176261
2017,11,16,Grambling,Iowa,V,NA,NA,NA,-29.2,7.778364935
2017,11,18,Grambling,South Dakota,V,NA,NA,NA,-19.9,9.759063044
2017,11,13,Grand Canyon,Robert Morris,H,75,61,14,11.3,21.24195368
2017,11,18,Grand Canyon,Little Rock,H,NA,NA,NA,6.8,32.28577346
2017,11,14,Green Bay,Northern Ill.,V,NA,NA,NA,-1.3,40.58353187
2017,11,15,Hampton,William & Mary,V,NA,NA,NA,-13.4,15.67554542
2017,11,18,Hampton,George Washington,V,NA,NA,NA,-15.4,14.72805662
2017,11,15,Hartford,Rider,V,NA,NA,NA,-13.8,12.38668442
2017,11,18,Hartford,LIU Brooklyn,H,NA,NA,NA,-5.4,13.61075342
2017,11,12,Harvard,Massachusetts,H,70,67,3,5,43.66069601
2017,11,16,Harvard,Holy Cross,V,NA,NA,NA,5.1,26.05237992
2017,11,18,Harvard,Manhattan,V,NA,NA,NA,9.3,18.25005978
2017,11,12,Hawaii,North Dakota,H,81,78,3,-1.5,30.44564636
2017,11,13,Hawaii,Troy,H,72,67,5,-1.6,30.21393642
2017,11,14,High Point,Tennessee,V,NA,NA,NA,-21.6,17.67401544
2017,11,18,High Point,The Citadel,H,NA,NA,NA,11.9,13.85668515
2017,11,13,Hofstra,Kennesaw St.,H,75,57,18,7.9,26.22094585
2017,11,16,Hofstra,Dayton,H,NA,NA,NA,-10.9,23.57748852
2017,11,16,Holy Cross,Harvard,H,NA,NA,NA,-5,26.05237992
2017,11,17,Houston,Drexel,H,NA,NA,NA,22.2,17.06923235
2017,11,18,Houston Baptist,Belmont,V,NA,NA,NA,-17.2,18.33183306
2017,11,12,Howard,Indiana,V,77,86,-9,-28.4,9.528164165
2017,11,14,Howard,Gonzaga,V,NA,NA,NA,-41.5,7.423211764
2017,11,18,Howard,Eastern Mich.,V,NA,NA,NA,-18.6,12.11090164
2017,11,17,IUPUI,Eastern Ill.,V,NA,NA,NA,-3,41.33798275
2017,11,18,Idaho,Sam Houston St.,H,NA,NA,NA,5.1,29.92032218
2017,11,14,Idaho St.,Utah Valley,H,NA,NA,NA,-11.7,11.93464047
2017,11,18,Idaho St.,Washington St.,V,NA,NA,NA,-16.4,12.26128387
2017,11,13,Ill.-Chicago,Saint Joseph's,H,82,86,-4,-1.8,29.5167508
2017,11,16,Ill.-Chicago,Delaware St.,H,NA,NA,NA,15.9,8.400096037
2017,11,18,Ill.-Chicago,Fort Wayne,H,NA,NA,NA,-2.1,29.0256777
2017,11,12,Illinois,UT Martin,H,77,74,3,17.5,22.71514292
2017,11,17,Illinois,DePaul,H,NA,NA,NA,11.9,33.46167473
2017,11,16,Illinois St.,South Carolina,H,NA,NA,NA,-4.6,46.54446008
2017,11,12,Indiana,Howard,H,86,77,9,28.4,9.528164165
2017,11,15,Indiana,Seton Hall,V,NA,NA,NA,-4,66.97879945
2017,11,16,Indiana St.,Auburn,H,NA,NA,NA,-6.1,32.85973713
2017,11,14,Iona,Syracuse,V,NA,NA,NA,-15,29.84810274
2017,11,17,Iona,Weber St.,H,NA,NA,NA,5.8,40.95950165
2017,11,12,Iowa,Alabama St.,H,92,58,34,32.1,5.233853501
2017,11,16,Iowa,Grambling,H,NA,NA,NA,29.3,7.778364935
2017,11,13,Iowa St.,Milwaukee,H,56,74,-18,24.8,17.3176749
2017,11,16,Iowa St.,Appalachian St.,H,NA,NA,NA,29,13.12359491
2017,11,14,Jackson St.,Mercer,V,NA,NA,NA,-14.2,13.8935247
2017,11,18,Jackson St.,St. Bonaventure,V,NA,NA,NA,-20.8,11.45764487
2017,11,12,Jacksonville,Georgetown,V,57,73,-16,-23.2,14.97145385
2017,11,18,Jacksonville,N.C. A&T,H,NA,NA,NA,15.2,5.778950216
2017,11,13,Jacksonville St.,Richmond,V,94,61,33,-2.7,51.39571986
2017,11,15,Jacksonville St.,Buffalo,V,NA,NA,NA,-4.4,46.73835807
2017,11,13,James Madison,Old Dominion,H,53,69,-16,-3.8,29.35582136
2017,11,17,James Madison,Northern Ky.,H,NA,NA,NA,-2.2,31.49363586
2017,11,14,Kansas,Kentucky,H,NA,NA,NA,5,82.16591972
2017,11,17,Kansas,South Dakota St.,H,NA,NA,NA,29,18.33642881
2017,11,14,Kansas St.,UMKC,H,NA,NA,NA,23.7,16.44791716
2017,11,17,Kansas St.,UC Irvine,H,NA,NA,NA,15,29.11434947
2017,11,13,Kennesaw St.,Hofstra,V,57,75,-18,-7.9,26.22094585
2017,11,18,Kennesaw St.,Tennessee Tech,V,NA,NA,NA,-3,34.40530145
2017,11,12,Kentucky,Vermont,H,73,69,4,19.1,29.72100471
2017,11,14,Kentucky,Kansas,H,NA,NA,NA,0.8,82.16591972
2017,11,17,Kentucky,ETSU,H,NA,NA,NA,22,25.21262013
2017,11,13,LIU Brooklyn,Fordham,V,68,81,-13,-5.9,29.24537089
2017,11,17,LIU Brooklyn,Miami (OH),H,NA,NA,NA,3.3,33.18655569
2017,11,18,LIU Brooklyn,Hartford,H,NA,NA,NA,11,13.61075342
2017,11,16,LSU,Samford,H,NA,NA,NA,9.7,29.80818821
2017,11,13,La Salle,Penn,V,75,71,4,0.7,38.46194422
2017,11,16,La Salle,South Ala.,H,NA,NA,NA,9.8,27.91109223
2017,11,18,La Salle,Northwestern,H,NA,NA,NA,-5.5,34.17838807
2017,11,12,La.-Monroe,SMU,V,65,83,-18,-28,14.94190392
2017,11,16,La.-Monroe,Southeastern La.,H,NA,NA,NA,5.4,27.88930594
2017,11,14,Lafayette,NJIT,V,NA,NA,NA,-7,18.23365176
2017,11,17,Lafayette,Villanova,H,NA,NA,NA,-35,7.58327001
2017,11,14,Lamar University,Coastal Caro.,H,NA,NA,NA,-1.7,28.91152298
2017,11,14,Lehigh,Monmouth,H,NA,NA,NA,2.2,55.0735853
2017,11,17,Lehigh,Siena,H,NA,NA,NA,9.7,29.58690956
2017,11,14,Liberty,Wake Forest,V,NA,NA,NA,-23,16.88277702
2017,11,17,Liberty,Mercer,H,NA,NA,NA,-0.8,30.11847879
2017,11,12,Lipscomb,Morehead St.,H,77,70,7,6.2,33.50834779
2017,11,14,Lipscomb,Alabama,V,NA,NA,NA,-17.2,24.77278416
2017,11,18,Lipscomb,Texas,V,NA,NA,NA,-17.1,24.86586433
2017,11,14,Little Rock,Memphis,V,NA,NA,NA,-13.6,24.09621224
2017,11,18,Little Rock,Grand Canyon,V,NA,NA,NA,-6.8,32.28577346
2017,11,18,Long Beach St.,Oregon St.,V,NA,NA,NA,-1.9,39.0487442
2017,11,14,Longwood,Columbia,H,NA,NA,NA,-14.1,5.445006171
2017,11,18,Longwood,Saint Francis (PA),H,NA,NA,NA,-10.3,6.127416983
2017,11,17,Louisiana,Savannah St.,H,NA,NA,NA,19.3,10.71842181
2017,11,13,Louisiana Tech,Southeast Mo. St.,H,96,95,1,12.1,24.73427583
2017,11,18,Louisiana Tech,Montana St.,H,NA,NA,NA,11,27.10589016
2017,11,12,Louisville,George Mason,H,72,61,11,25.2,20.75839071
2017,11,17,Louisville,Omaha,H,NA,NA,NA,27.9,17.86805289
2017,11,16,Loyola Chicago,UMKC,V,NA,NA,NA,10.7,20.14909511
2017,11,14,Loyola Maryland,Fairfield,V,NA,NA,NA,-4.3,35.85746339
2017,11,17,Loyola Maryland,Towson,H,NA,NA,NA,-4.7,26.03608622
2017,11,15,Loyola Marymount,UC Riverside,H,NA,NA,NA,10.2,22.72561209
2017,11,14,Maine,Texas Tech,V,NA,NA,NA,-32.9,7.677097906
2017,11,18,Maine,South Ala.,H,NA,NA,NA,-8.3,12.34755128
2017,11,15,Manhattan,St. Francis Brooklyn,H,NA,NA,NA,12.4,9.123591746
2017,11,18,Manhattan,Harvard,H,NA,NA,NA,-9.3,18.25005978
2017,11,15,Marist,UMass Lowell,V,NA,NA,NA,-5,23.65017907
2017,11,18,Marist,Army West Point,H,NA,NA,NA,-2.6,20.29097933
2017,11,14,Marquette,Purdue,H,NA,NA,NA,-3.1,54.77973553
2017,11,13,Marshall,Southern U.,H,83,74,9,17.8,11.76301836
2017,11,16,Marshall,Morehead St.,V,NA,NA,NA,1.3,32.22186643
2017,11,12,Maryland,UMES,H,96,43,53,31.2,8.77354857
2017,11,15,Maryland,Butler,H,NA,NA,NA,-1,59.24904053
2017,11,18,Maryland,Bucknell,H,NA,NA,NA,12.6,33.88064376
2017,11,12,Massachusetts,Harvard,V,67,70,-3,-5.1,43.66069601
2017,11,17,McNeese,San Diego St.,V,NA,NA,NA,-26,9.610329444
2017,11,14,Memphis,Little Rock,H,NA,NA,NA,13.6,24.09621224
2017,11,14,Mercer,Jackson St.,H,NA,NA,NA,14.3,13.8935247
2017,11,17,Mercer,Liberty,V,NA,NA,NA,0.8,30.11847879
2017,11,12,Miami (FL),Navy,H,89,55,34,23.4,18.15522771
2017,11,16,Miami (FL),Florida A&M,H,NA,NA,NA,41,2.545476102
2017,11,14,Miami (OH),Wright St.,H,NA,NA,NA,-4.9,23.0081035
2017,11,17,Miami (OH),LIU Brooklyn,H,NA,NA,NA,2.3,33.18655569
2017,11,13,Michigan,Central Mich.,H,72,65,7,26.6,16.33351709
2017,11,16,Michigan,Southern Miss.,H,NA,NA,NA,34.4,9.244795515
2017,11,14,Michigan St.,Duke,H,NA,NA,NA,-6,46.59929777
2017,11,13,Middle Tenn.,Murray St.,V,72,67,5,9.1,27.29598338
2017,11,16,Middle Tenn.,Belmont,H,NA,NA,NA,8.1,44.54542001
2017,11,18,Middle Tenn.,Tennessee St.,V,NA,NA,NA,9.5,26.42145017
2017,11,13,Milwaukee,Iowa St.,V,74,56,18,-24.8,17.3176749
2017,11,18,Milwaukee,FIU,H,NA,NA,NA,6.5,27.31941176
2017,11,13,Minnesota,Providence,V,86,74,12,-0.2,60.27723352
2017,11,15,Minnesota,Niagara,H,NA,NA,NA,24.4,15.50190392
2017,11,18,Mississippi St.,Florida A&M,H,NA,NA,NA,32.2,3.052985159
2017,11,13,Mississippi Val.,Utah,V,51,91,-40,-36.4,3.5586852
2017,11,15,Mississippi Val.,Utah St.,V,NA,NA,NA,-26.3,4.468237684
2017,11,13,Missouri,Wagner,H,99,55,44,18.9,17.76605534
2017,11,16,Missouri,Utah,V,NA,NA,NA,-7,50.04745593
2017,11,15,Missouri St.,Southern U.,H,NA,NA,NA,21.5,10.62447536
2017,11,17,Missouri St.,North Dakota St.,H,NA,NA,NA,9.6,30.02469312
2017,11,12,Monmouth,Seton Hall,V,65,75,-10,-11,36.50530522
2017,11,14,Monmouth,Lehigh,V,NA,NA,NA,-2.2,55.0735853
2017,11,13,Montana,Pittsburgh,V,83,78,5,-9.5,32.68467522
2017,11,15,Montana,Penn St.,V,NA,NA,NA,-9.5,32.61003747
2017,11,13,Montana St.,Utah St.,V,73,81,-8,-9.4,29.07132946
2017,11,18,Montana St.,Louisiana Tech,V,NA,NA,NA,-11,27.10589016
2017,11,12,Morehead St.,Lipscomb,V,70,77,-7,-6.5,33.50834779
2017,11,16,Morehead St.,Marshall,H,NA,NA,NA,-1.5,32.22186643
2017,11,13,Morgan St.,South Fla.,V,63,53,10,-10.1,15.36378343
2017,11,18,Morgan St.,West Virginia,V,NA,NA,NA,-39.7,7.378689057
2017,11,13,Mt. St. Mary's,Notre Dame,V,62,88,-26,-23.9,17.89756521
2017,11,15,Mt. St. Mary's,Georgetown,V,NA,NA,NA,-18.7,20.51875207
2017,11,18,Mt. St. Mary's,North Florida,H,NA,NA,NA,4.6,34.18616438
2017,11,13,Murray St.,Middle Tenn.,H,67,72,-5,-9,27.29598338
2017,11,18,Murray St.,Wright St.,V,NA,NA,NA,-2.6,49.01793648
2017,11,12,N.C. A&T,Clemson,V,63,87,-24,-37.1,3.293963053
2017,11,15,N.C. A&T,The Citadel,H,NA,NA,NA,-3.3,7.17502666
2017,11,18,N.C. A&T,Jacksonville,V,NA,NA,NA,-15.3,5.778950216
2017,11,13,N.C. Central,Evansville,V,55,68,-13,-6.9,34.75340055
2017,11,15,N.C. Central,UT Martin,V,NA,NA,NA,-2.5,43.99464175
2017,11,12,North Carolina St.,Charleston So.,H,78,56,22,23.2,10.32250867
2017,11,14,North Carolina St.,Bryant,H,NA,NA,NA,18.7,15.71289818
2017,11,16,North Carolina St.,Presbyterian,H,NA,NA,NA,32.1,1.634646966
2017,11,14,NJIT,Lafayette,H,NA,NA,NA,6.9,18.23365176
2017,11,18,NJIT,Seton Hall,V,NA,NA,NA,-25.3,13.38317438
2017,11,12,Navy,Miami (FL),V,55,89,-34,-23.4,18.15522771
2017,11,15,Navy,Penn,V,NA,NA,NA,-6.2,33.52910264
2017,11,18,Navy,Bryant,V,NA,NA,NA,3,22.18999261
2017,11,13,Nebraska,North Texas,H,86,67,19,19.6,14.86518268
2017,11,16,Nebraska,St. John's (NY),V,NA,NA,NA,-3.4,59.47669136
2017,11,13,Nevada,Rhode Island,H,88,81,7,4.9,63.47797074
2017,11,15,Nevada,Santa Clara,V,NA,NA,NA,8.2,31.31959144
2017,11,18,Nevada,Pacific,V,NA,NA,NA,14.6,20.46588102
2017,11,14,New Hampshire,Texas,V,NA,NA,NA,-19.7,20.77003456
2017,11,14,New Mexico,Omaha,H,NA,NA,NA,7.3,34.84226165
2017,11,17,New Mexico,New Mexico St.,V,NA,NA,NA,-4.6,48.25887436
2017,11,13,New Mexico St.,Saint Mary's (CA),V,74,92,-18,-14.4,31.8107375
2017,11,17,New Mexico St.,New Mexico,H,NA,NA,NA,4.7,48.25887436
2017,11,13,New Orleans,Oakland,V,68,87,-19,-14,22.66060367
2017,11,15,Niagara,Minnesota,V,NA,NA,NA,-24.4,15.50190392
2017,11,14,Nicholls St.,Villanova,V,NA,NA,NA,-38.4,9.249266138
2017,11,18,Norfolk St.,San Diego,V,NA,NA,NA,-9,20.19505734
2017,11,15,North Carolina,Bucknell,H,NA,NA,NA,24.7,23.38196508
2017,11,12,North Dakota,Hawaii,V,78,81,-3,1.5,30.44564636
2017,11,13,North Dakota,Ark.-Pine Bluff,N,80,71,9,20.1,4.597827359
2017,11,13,North Dakota St.,Southern California,V,65,75,-10,-19,21.56915088
2017,11,17,North Dakota St.,Missouri St.,V,NA,NA,NA,-9.6,30.02469312
2017,11,13,North Florida,VCU,V,85,95,-10,-21.1,17.89824084
2017,11,16,North Florida,Florida,V,NA,NA,NA,-35.1,13.18557863
2017,11,18,North Florida,Mt. St. Mary's,H,NA,NA,NA,1.2,34.18616438
2017,11,13,North Texas,Nebraska,V,67,86,-19,-19.5,14.86518268
2017,11,16,North Texas,Bethune-Cookman,H,NA,NA,NA,11.8,8.563603388
2017,11,17,Northeastern,Stanford,V,NA,NA,NA,-9.2,34.74518344
2017,11,17,Northern Ariz.,Arizona St.,V,NA,NA,NA,-20.8,12.34697751
2017,11,13,Northern Colo.,UC Davis,H,59,74,-15,-2.9,23.48242935
2017,11,17,Northern Colo.,Pepperdine,V,NA,NA,NA,-2.2,29.70612492
2017,11,14,Northern Ill.,Green Bay,H,NA,NA,NA,1.2,40.58353187
2017,11,17,Northern Ky.,James Madison,H,NA,NA,NA,7.9,31.49363586
2017,11,13,Northwestern,Saint Peter's,H,75,66,9,13.1,29.77762832
2017,11,15,Northwestern,Creighton,H,NA,NA,NA,-4.8,44.96941549
2017,11,18,Northwestern,La Salle,H,NA,NA,NA,11.2,34.17838807
2017,11,15,Northwestern St.,SMU,V,NA,NA,NA,-35.2,8.693696185
2017,11,17,Northwestern St.,Rice,H,NA,NA,NA,-9.8,13.88824968
2017,11,13,Notre Dame,Mt. St. Mary's,H,88,62,26,23.9,17.89756521
2017,11,16,Notre Dame,Chicago St.,H,NA,NA,NA,38.7,4.637571638
2017,11,13,Oakland,New Orleans,H,87,68,19,14,22.66060367
2017,11,18,Oakland,Toledo,V,NA,NA,NA,-0.3,47.27238167
2017,11,16,Ohio,Clemson,H,NA,NA,NA,-7.7,31.33108769
2017,11,12,Ohio St.,Radford,H,82,72,10,24.4,12.61696309
2017,11,16,Ohio St.,Texas Southern,H,NA,NA,NA,18.5,19.72699382
2017,11,12,Oklahoma,Omaha,H,108,89,19,16.5,24.00669483
2017,11,15,Oklahoma,Ball St.,H,NA,NA,NA,12.9,30.8964677
2017,11,13,Oklahoma St.,Charlotte,H,83,65,18,27.2,15.62351983
2017,11,16,Oklahoma St.,Oral Roberts,H,NA,NA,NA,28.1,14.69907944
2017,11,13,Old Dominion,James Madison,V,69,53,16,3.7,29.35582136
2017,11,16,Old Dominion,Temple,H,NA,NA,NA,0.9,48.47079258
2017,11,13,Ole Miss,Eastern Ky.,H,85,75,10,19.3,19.38237534
2017,11,17,Ole Miss,Georgia St.,H,NA,NA,NA,11.5,33.69332261
2017,11,12,Omaha,Oklahoma,V,89,108,-19,-16.5,24.00669483
2017,11,14,Omaha,New Mexico,V,NA,NA,NA,-7.3,34.84226165
2017,11,17,Omaha,Louisville,V,NA,NA,NA,-27.8,17.86805289
2017,11,13,Oral Roberts,Tulsa,V,71,90,-19,-10.6,24.36914981
2017,11,16,Oral Roberts,Oklahoma St.,V,NA,NA,NA,-28.2,14.69907944
2017,11,13,Oregon,Prairie View,H,100,67,33,38.3,8.082318866
2017,11,17,Oregon,Alabama St.,H,NA,NA,NA,43.8,4.185674149
2017,11,13,Oregon St.,Wyoming,H,66,75,-9,-4.5,27.77787211
2017,11,18,Oregon St.,Long Beach St.,H,NA,NA,NA,1.9,39.0487442
2017,11,12,Pacific,Stanford,V,80,89,-9,-12.9,25.78967649
2017,11,15,Pacific,UC Davis,H,NA,NA,NA,2.8,43.41287831
2017,11,18,Pacific,Nevada,H,NA,NA,NA,-14.5,20.46588102
2017,11,13,Penn,La Salle,H,71,75,-4,-0.6,38.46194422
2017,11,15,Penn,Navy,H,NA,NA,NA,6.2,33.52910264
2017,11,12,Penn St.,Fairleigh Dickinson,H,81,57,24,18,16.66585906
2017,11,15,Penn St.,Montana,H,NA,NA,NA,9.5,32.61003747
2017,11,17,Penn St.,Columbia,H,NA,NA,NA,12.5,25.78778564
2017,11,17,Pepperdine,Northern Colo.,H,NA,NA,NA,2.2,29.70612492
2017,11,13,Pittsburgh,Montana,H,78,83,-5,9.5,32.68467522
2017,11,15,Pittsburgh,UC Santa Barbara,H,NA,NA,NA,19.6,14.56855431
2017,11,18,Portland St.,UC Riverside,V,NA,NA,NA,-0.9,29.6818252
2017,11,13,Prairie View,Oregon,V,67,100,-33,-38.5,8.082318866
2017,11,15,Prairie View,UNLV,V,NA,NA,NA,-16.6,13.2713673
2017,11,16,Presbyterian,North Carolina St.,V,NA,NA,NA,-32,1.634646966
2017,11,18,Presbyterian,VMI,V,NA,NA,NA,-9.1,3.417778584
2017,11,12,Princeton,Butler,V,75,85,-10,-12.8,37.23102102
2017,11,15,Princeton,BYU,H,NA,NA,NA,3.9,58.68053319
2017,11,18,Princeton,Saint Joseph's,V,NA,NA,NA,6,29.54984838
2017,11,13,Providence,Minnesota,H,74,86,-12,0.2,60.27723352
2017,11,16,Providence,Washington,H,NA,NA,NA,11,35.33567106
