"year","month","day","team","opponent","location","teamscore","oppscore","OT","D1","scorediff","predscorediff","wins"
2017,1,7,"Colorado St.","Air Force","H",85,58,0,2,27,11.8,1
2017,1,14,"Colorado St.","New Mexico","H",71,84,0,2,-13,5.6,0
2017,1,18,"Colorado St.","Fresno St.","V",57,78,0,2,-21,-1.9,0
2017,1,21,"Colorado St.","Utah St.","V",64,56,0,2,8,0,1
2017,1,25,"Colorado St.","San Jose St.","H",81,72,0,2,9,11.4,1
2017,1,28,"Colorado St.","San Diego St.","V",78,77,0,2,1,-3.9,1
2017,1,31,"Colorado St.","Boise St.","H",76,79,0,2,-3,2.8,0
2017,2,4,"Colorado St.","UNLV","V",69,49,0,2,20,7,1
2017,2,7,"Colorado St.","Utah St.","H",69,52,0,2,17,5.8,1
2017,2,11,"Colorado St.","Fresno St.","H",78,62,0,2,16,3.8,1
2017,2,14,"Colorado St.","Wyoming","V",78,73,0,2,5,0.3,1
2017,2,21,"Colorado St.","New Mexico","V",68,56,0,2,12,-0.2,1
2017,2,25,"Colorado St.","San Diego St.","H",56,55,0,2,1,1.8,1
2017,2,28,"Colorado St.","Wyoming","H",78,76,0,2,2,6,1
2017,3,4,"Colorado St.","Nevada","V",72,85,0,2,-13,-7.6,0
2017,3,9,"Colorado St.","Air Force","N",81,55,0,2,26,8.9,1
2017,3,10,"Colorado St.","San Diego St.","N",71,63,0,2,8,-1.1,1
2017,3,11,"Colorado St.","Nevada","N",71,79,0,2,-8,-4.8,0
2017,3,14,"Colorado St.","Col. of Charleston","H",81,74,0,2,7,3.7,1
2017,3,20,"Colorado St.","CSU Bakersfield","H",63,81,0,2,-18,3.9,0
2016,11,11,"Columbia","Stony Brook","V",73,66,0,2,7,-3.7,1
2016,11,14,"Columbia","Saint Joseph's","V",65,85,0,2,-20,-7.2,0
2016,11,21,"Columbia","Quinnipiac","V",86,78,0,2,8,1.4,1
2016,11,23,"Columbia","Army West Point","H",83,88,0,2,-5,3.2,0
2016,11,26,"Columbia","Colgate","H",81,78,1,2,3,5.2,1
2016,11,29,"Columbia","Hofstra","H",86,88,0,2,-2,-0.3,0
2016,12,1,"Columbia","Seton Hall","V",71,95,0,2,-24,-18.5,0
2016,12,9,"Columbia","Navy","V",54,69,0,2,-15,-4.3,0
2016,12,28,"Columbia","Miami (FL)","V",67,78,0,2,-11,-20.8,0
2016,12,30,"Columbia","Albany (NY)","H",67,70,0,2,-3,-2.7,0
2017,1,2,"Columbia","Maine","V",98,73,0,2,25,7.5,1
2017,1,7,"Columbia","Howard","H",66,48,0,2,18,13.3,1
2017,1,14,"Columbia","Cornell","V",79,75,0,2,4,-0.5,1
2017,1,21,"Columbia","Cornell","H",62,67,0,2,-5,5.3,0
2017,1,27,"Columbia","Dartmouth","H",66,54,0,2,12,8.2,1
2017,1,28,"Columbia","Harvard","H",65,62,0,2,3,-4.7,1
2017,2,3,"Columbia","Yale","H",78,87,0,2,-9,-2.9,0
2017,2,4,"Columbia","Brown","H",83,78,0,2,5,6.1,1
2017,2,10,"Columbia","Penn","V",62,70,0,2,-8,-7.9,0
2017,2,11,"Columbia","Princeton","V",59,61,0,2,-2,-15,0
2017,2,17,"Columbia","Harvard","V",72,78,0,2,-6,-10.4,0
2017,2,18,"Columbia","Dartmouth","V",79,80,1,2,-1,2.4,0
2017,2,24,"Columbia","Princeton","H",45,64,0,2,-19,-9.3,0
2017,2,25,"Columbia","Penn","H",70,67,0,2,3,-2.1,1
2017,3,3,"Columbia","Brown","V",68,88,0,2,-20,0.3,0
2017,3,4,"Columbia","Yale","V",71,75,0,2,-4,-8.6,0
2016,11,11,"Coppin St.","Hofstra","V",72,74,0,2,-2,-20.8,0
2016,11,14,"Coppin St.","Valparaiso","V",58,78,0,2,-20,-26.4,0
2016,11,16,"Coppin St.","Coastal Caro.","V",59,89,0,2,-30,-18.8,0
2016,11,17,"Coppin St.","BYU","V",59,96,0,2,-37,-29.6,0
2016,11,18,"Coppin St.","Utah","V",51,94,0,2,-43,-33.8,0
2016,11,21,"Coppin St.","Ball St.","N",77,79,0,2,-2,-18.5,0
2016,11,25,"Coppin St.","Grand Canyon","V",37,70,0,2,-33,-22.5,0
2016,11,30,"Coppin St.","Georgetown","V",44,96,0,2,-52,-32.3,0
2016,12,4,"Coppin St.","Clemson","V",43,85,0,2,-42,-34.3,0
2016,12,7,"Coppin St.","Akron","V",63,87,0,2,-24,-26.4,0
2016,12,10,"Coppin St.","Buffalo","V",52,87,0,2,-35,-24,0
2016,12,20,"Coppin St.","La.-Monroe","H",53,65,0,2,-12,-9.8,0
2016,12,22,"Coppin St.","Mt. St. Mary's","V",49,87,0,2,-38,-19.2,0
2017,1,4,"Coppin St.","South Carolina St.","H",75,59,0,2,16,-0.3,1
2017,1,7,"Coppin St.","Florida A&M","V",53,54,0,2,-1,-3.2,0
2017,1,9,"Coppin St.","Bethune-Cookman","V",76,73,0,2,3,-4.8,1
2017,1,14,"Coppin St.","N.C. A&T","H",75,73,1,2,2,4.5,1
2017,1,16,"Coppin St.","Howard","V",81,72,0,2,9,-7.2,1
2017,1,23,"Coppin St.","Norfolk St.","H",64,74,0,2,-10,-6.3,0
2017,1,28,"Coppin St.","Morgan St.","H",74,76,0,2,-2,-3,0
2017,1,30,"Coppin St.","Hampton","V",65,77,0,2,-12,-10.9,0
2017,2,4,"Coppin St.","UMES","V",57,78,0,2,-21,-10.5,0
2017,2,6,"Coppin St.","N.C. Central","H",77,86,0,2,-9,-15.4,0
2017,2,11,"Coppin St.","Bethune-Cookman","H",76,72,0,2,4,1,1
2017,2,13,"Coppin St.","Delaware St.","H",83,75,0,2,8,0,1
2017,2,18,"Coppin St.","South Carolina St.","V",79,84,0,2,-5,-6,0
2017,2,20,"Coppin St.","Savannah St.","V",84,83,0,2,1,-8.2,1
2017,2,27,"Coppin St.","Morgan St.","V",66,71,0,2,-5,-8.7,0
2017,3,2,"Coppin St.","Hampton","H",82,89,0,2,-7,-5.1,0
2017,3,6,"Coppin St.","Howard","N",73,79,0,2,-6,-4.4,0
2016,11,11,"Cornell","Binghamton","V",62,68,0,2,-6,0.7,0
2016,11,13,"Cornell","Siena","V",78,89,0,2,-11,-9,0
2016,11,16,"Cornell","Colgate","H",63,67,0,2,-4,2.8,0
2016,11,20,"Cornell","Lafayette","V",82,75,0,2,7,3.7,1
2016,11,22,"Cornell","Monmouth","V",61,76,0,2,-15,-15.9,0
2016,11,26,"Cornell","Houston","V",53,83,0,2,-30,-21.2,0
2016,11,30,"Cornell","Northeastern","H",80,77,0,2,3,-4.7,1
2016,12,17,"Cornell","Wyoming","V",78,97,0,2,-19,-12.1,0
2016,12,19,"Cornell","Southern California","V",67,79,0,2,-12,-20.2,0
2016,12,22,"Cornell","Troy","N",84,92,0,2,-8,-7.5,0
2016,12,23,"Cornell","Southeast Mo. St.","N",78,62,0,2,16,-2.3,1
2016,12,27,"Cornell","Syracuse","V",56,80,0,2,-24,-22.1,0
2016,12,29,"Cornell","UMass Lowell","H",96,98,1,2,-2,4.6,0
2017,1,2,"Cornell","Albany (NY)","V",59,69,0,2,-10,-10.9,0
2017,1,14,"Cornell","Columbia","H",75,79,0,2,-4,0.5,0
2017,1,21,"Cornell","Columbia","V",67,62,0,2,5,-5.3,1
2017,1,27,"Cornell","Harvard","H",71,77,0,2,-6,-7.1,0
2017,1,28,"Cornell","Dartmouth","H",75,62,0,2,13,5.8,1
2017,2,3,"Cornell","Brown","H",70,81,0,2,-11,3.6,0
2017,2,4,"Cornell","Yale","H",71,78,0,2,-7,-5.3,0
2017,2,10,"Cornell","Princeton","V",60,69,0,2,-9,-17.4,0
2017,2,12,"Cornell","Penn","V",63,82,0,2,-19,-10.3,0
2017,2,17,"Cornell","Dartmouth","V",69,65,0,2,4,0,1
2017,2,18,"Cornell","Harvard","V",75,87,0,2,-12,-12.9,0
2017,2,24,"Cornell","Penn","H",66,69,0,2,-3,-4.5,0
2017,2,25,"Cornell","Princeton","H",60,75,0,2,-15,-11.7,0
2017,3,3,"Cornell","Yale","V",63,90,0,2,-27,-11.1,0
2017,3,4,"Cornell","Brown","V",92,78,0,2,14,-2.1,1
2016,11,11,"Creighton","UMKC","H",89,82,0,2,7,23.3,1
2016,11,15,"Creighton","Wisconsin","H",79,67,0,2,12,0.8,1
2016,11,18,"Creighton","Washington St.","N",103,77,0,2,26,17.1,1
2016,11,20,"Creighton","North Carolina St.","N",112,94,0,2,18,11.1,1
2016,11,21,"Creighton","Ole Miss","N",86,77,0,2,9,7.7,1
2016,11,26,"Creighton","Loyola Maryland","H",82,52,0,2,30,23.9,1
2016,11,29,"Creighton","Buffalo","H",93,72,0,2,21,17.3,1
2016,12,3,"Creighton","Akron","H",82,70,0,2,12,14.8,1
2016,12,7,"Creighton","Nebraska","V",77,62,0,2,15,8,1
2016,12,9,"Creighton","Longwood","H",113,58,0,2,55,38.7,1
2016,12,17,"Creighton","Oral Roberts","H",66,65,0,2,1,23.7,1
2016,12,20,"Creighton","Arizona St.","V",96,85,0,2,11,10.4,1
2016,12,28,"Creighton","Seton Hall","H",89,75,0,2,14,7.9,1
2016,12,31,"Creighton","Villanova","H",70,80,0,2,-10,-3.8,0
2017,1,4,"Creighton","St. John's (NY)","V",85,72,0,2,13,7.7,1
2017,1,7,"Creighton","Providence","V",78,64,0,2,14,3.2,1
2017,1,11,"Creighton","Butler","H",75,64,0,2,11,2.3,1
2017,1,16,"Creighton","Xavier","V",72,67,0,2,5,-0.4,1
2017,1,21,"Creighton","Marquette","H",94,102,0,2,-8,4.9,0
2017,1,25,"Creighton","Georgetown","V",51,71,0,2,-20,3.2,0
2017,1,28,"Creighton","DePaul","H",83,66,0,2,17,18.1,1
2017,1,31,"Creighton","Butler","V",76,67,0,2,9,-3.4,1
2017,2,4,"Creighton","Xavier","H",80,82,0,2,-2,5.3,0
2017,2,11,"Creighton","DePaul","V",93,58,0,2,35,12.4,1
2017,2,15,"Creighton","Seton Hall","V",81,87,0,2,-6,2.2,0
2017,2,19,"Creighton","Georgetown","H",87,70,0,2,17,8.9,1
2017,2,22,"Creighton","Providence","H",66,68,0,2,-2,8.9,0
2017,2,25,"Creighton","Villanova","V",63,79,0,2,-16,-9.5,0
2017,2,28,"Creighton","St. John's (NY)","H",82,68,0,2,14,13.4,1
2017,3,4,"Creighton","Marquette","V",83,91,0,2,-8,-0.8,0
2017,3,9,"Creighton","Providence","N",70,58,0,2,12,6,1
2017,3,10,"Creighton","Xavier","N",75,72,0,2,3,2.4,1
2017,3,11,"Creighton","Villanova","N",60,74,0,2,-14,-6.7,0
2017,3,17,"Creighton","Rhode Island","N",72,84,0,2,-12,3.8,0
2016,11,11,"Dartmouth","Rhode Island","V",61,84,0,2,-23,-25,0
2016,11,15,"Dartmouth","Fairfield","H",62,79,0,2,-17,-3.8,0
2016,11,26,"Dartmouth","Marist","H",69,75,0,2,-6,3.9,0
2016,11,28,"Dartmouth","Longwood","V",80,86,0,2,-6,7,0
2016,11,30,"Dartmouth","Old Dominion","V",47,59,0,2,-12,-14.7,0
2016,12,3,"Dartmouth","Boston College","V",70,88,0,2,-18,-13.7,0
2016,12,7,"Dartmouth","Vermont","V",58,73,0,2,-15,-20.1,0
2016,12,10,"Dartmouth","Maine","H",68,73,0,2,-5,7.9,0
2016,12,13,"Dartmouth","Hartford","V",66,70,0,2,-4,1.7,0
2016,12,18,"Dartmouth","LIU Brooklyn","V",82,68,0,2,14,-6.4,1
2016,12,22,"Dartmouth","Bryant","V",75,69,0,2,6,-4.5,1
2016,12,31,"Dartmouth","New Hampshire","H",63,62,0,2,1,-4.9,1
2017,1,3,"Dartmouth","CSU Bakersfield","H",60,64,0,2,-4,-11.3,0
2017,1,7,"Dartmouth","Harvard","H",58,74,0,2,-16,-10,0
2017,1,21,"Dartmouth","Harvard","V",68,82,0,2,-14,-15.8,0
2017,1,27,"Dartmouth","Columbia","V",54,66,0,2,-12,-8.2,0
2017,1,28,"Dartmouth","Cornell","V",62,75,0,2,-13,-5.8,0
2017,2,3,"Dartmouth","Princeton","H",64,69,0,2,-5,-14.6,0
2017,2,4,"Dartmouth","Penn","H",74,71,0,2,3,-7.4,1
2017,2,10,"Dartmouth","Yale","V",64,73,0,2,-9,-14,0
2017,2,11,"Dartmouth","Brown","V",77,74,0,2,3,-5,1
2017,2,17,"Dartmouth","Cornell","H",65,69,0,2,-4,0,0
2017,2,18,"Dartmouth","Columbia","H",80,79,1,2,1,-2.4,1
2017,2,24,"Dartmouth","Brown","H",75,80,0,2,-5,0.7,0
2017,2,25,"Dartmouth","Yale","H",86,99,0,2,-13,-8.2,0
2017,3,3,"Dartmouth","Penn","V",76,74,0,2,2,-13.2,1
2017,3,4,"Dartmouth","Princeton","V",48,85,0,2,-37,-20.3,0
2016,11,12,"Davidson","Appalachian St.","H",86,74,0,2,12,16.6,1
2016,11,17,"Davidson","Clemson","N",78,95,0,2,-17,-5.9,0
2016,11,18,"Davidson","Missouri","N",70,55,0,2,15,4.3,1
2016,11,20,"Davidson","Arizona St.","N",68,60,0,2,8,3.3,1
2016,11,26,"Davidson","Charlotte","H",79,57,0,2,22,14.2,1
2016,11,29,"Davidson","Mercer","V",78,57,0,2,21,3.6,1
2016,12,4,"Davidson","Col. of Charleston","V",61,76,0,2,-15,-1.3,0
2016,12,7,"Davidson","North Carolina","V",74,83,0,2,-9,-20.6,0
2016,12,17,"Davidson","Kansas","V",71,89,0,2,-18,-19.1,0
2016,12,21,"Davidson","Jacksonville","H",75,60,0,2,15,17.2,1
2016,12,28,"Davidson","Hartford","H",105,75,0,2,30,23.4,1
2016,12,31,"Davidson","Richmond","H",80,82,0,2,-2,4,0
2017,1,5,"Davidson","George Washington","V",69,73,0,2,-4,1.4,0
2017,1,8,"Davidson","Saint Louis","V",77,66,0,2,11,10,1
2017,1,11,"Davidson","Fordham","H",54,60,0,2,-6,11.2,0
2017,1,14,"Davidson","VCU","H",69,63,0,2,6,-2,1
2017,1,19,"Davidson","La Salle","V",83,91,0,2,-8,1.8,0
2017,1,24,"Davidson","Duquesne","H",74,60,0,2,14,12.5,1
2017,1,28,"Davidson","Fordham","V",84,66,0,2,18,5.5,1
2017,1,31,"Davidson","Saint Joseph's","V",75,60,0,2,15,3.4,1
2017,2,3,"Davidson","Rhode Island","H",59,70,0,2,-11,-3.3,0
2017,2,8,"Davidson","George Mason","H",69,76,0,2,-7,6.4,0
2017,2,11,"Davidson","VCU","V",60,74,0,2,-14,-7.7,0
2017,2,15,"Davidson","George Washington","H",74,63,0,2,11,7.1,1
2017,2,18,"Davidson","Massachusetts","V",79,74,0,2,5,2.1,1
2017,2,21,"Davidson","Richmond","V",76,84,0,2,-8,-1.7,0
2017,2,24,"Davidson","Dayton","H",82,89,1,2,-7,-3.2,0
2017,2,28,"Davidson","St. Bonaventure","H",68,63,0,2,5,3.4,1
2017,3,4,"Davidson","Rhode Island","V",70,73,1,2,-3,-9,0
2017,3,9,"Davidson","La Salle","N",82,73,0,2,9,4.7,1
2017,3,10,"Davidson","Dayton","N",73,67,0,2,6,-6,1
2017,3,11,"Davidson","Rhode Island","N",60,84,0,2,-24,-6.2,0
2016,11,11,"Dayton","Austin Peay","H",96,68,0,2,28,24.7,1
2016,11,15,"Dayton","Alabama","V",77,72,0,2,5,-0.9,1
2016,11,19,"Dayton","Saint Mary's (CA)","H",57,61,0,2,-4,-1,0
2016,11,24,"Dayton","Nebraska","N",78,80,0,2,-2,6.8,0
2016,11,25,"Dayton","Portland","N",84,74,0,2,10,18.5,1
2016,11,27,"Dayton","New Mexico","N",64,57,0,2,7,9.4,1
2016,12,3,"Dayton","Winthrop","H",83,67,0,2,16,12.7,1
2016,12,10,"Dayton","ETSU","H",75,61,0,2,14,6.9,1
2016,12,17,"Dayton","Northwestern","N",64,67,0,2,-3,-0.7,0
2016,12,21,"Dayton","Vanderbilt","H",68,63,0,2,5,2.3,1
2016,12,23,"Dayton","VMI","H",92,56,0,2,36,27.7,1
2016,12,30,"Dayton","La Salle","H",66,55,0,2,11,13.6,1
2017,1,3,"Dayton","St. Bonaventure","V",90,74,0,2,16,3.7,1
2017,1,6,"Dayton","Rhode Island","H",67,64,0,2,3,2.7,1
2017,1,11,"Dayton","Massachusetts","V",55,67,0,2,-12,8.1,0
2017,1,14,"Dayton","Duquesne","V",76,57,0,2,19,12.8,1
2017,1,19,"Dayton","Richmond","H",75,59,0,2,16,10,1
2017,1,22,"Dayton","Saint Louis","H",67,46,0,2,21,21.8,1
2017,1,27,"Dayton","VCU","V",68,73,0,2,-5,-1.7,0
2017,1,31,"Dayton","Fordham","V",75,66,0,2,9,11.5,1
2017,2,4,"Dayton","Duquesne","H",90,53,0,2,37,18.5,1
2017,2,7,"Dayton","Saint Joseph's","H",77,70,0,2,7,15.2,1
2017,2,10,"Dayton","Rhode Island","V",75,74,0,2,1,-3,1
2017,2,14,"Dayton","Saint Louis","V",85,63,0,2,22,16.1,1
2017,2,18,"Dayton","St. Bonaventure","H",76,72,0,2,4,9.4,1
2017,2,21,"Dayton","George Mason","H",83,70,0,2,13,12.4,1
2017,2,24,"Dayton","Davidson","V",89,82,1,2,7,3.2,1
2017,3,1,"Dayton","VCU","H",79,72,0,2,7,4.1,1
2017,3,4,"Dayton","George Washington","V",81,87,0,2,-6,7.4,0
2017,3,10,"Dayton","Davidson","N",67,73,0,2,-6,6,0
2017,3,17,"Dayton","Wichita St.","N",58,64,0,2,-6,-8.4,0
2016,11,13,"DePaul","Robert Morris","H",78,72,0,2,6,10.9,1
2016,11,17,"DePaul","Rutgers","H",59,66,0,2,-7,0.7,0
2016,11,20,"DePaul","Milwaukee","H",77,59,0,2,18,10.1,1
2016,11,23,"DePaul","Missouri St.","H",68,66,0,2,2,1.2,1
2016,11,30,"DePaul","Drake","H",77,75,0,2,2,8.6,1
2016,12,3,"DePaul","Northwestern","V",64,80,0,2,-16,-14.8,0
2016,12,6,"DePaul","Lamar University","H",80,61,0,2,19,9.2,1
2016,12,10,"DePaul","Temple","N",65,74,0,2,-9,-3.2,0
2016,12,14,"DePaul","Ill.-Chicago","H",75,80,0,2,-5,9.1,0
2016,12,17,"DePaul","Chicago St.","H",109,61,0,2,48,18.8,1
2016,12,19,"DePaul","Southeast Mo. St.","H",81,78,0,2,3,8.4,1
2016,12,22,"DePaul","Wyoming","N",58,72,0,2,-14,-1.4,0
2016,12,23,"DePaul","Missouri St.","N",58,69,0,2,-11,-1.7,0
2016,12,28,"DePaul","Villanova","V",65,68,0,2,-3,-24.8,0
2017,1,1,"DePaul","St. John's (NY)","H",73,79,0,2,-6,-1.8,0
2017,1,7,"DePaul","Seton Hall","V",56,87,0,2,-31,-13.1,0
2017,1,10,"DePaul","Providence","H",64,63,0,2,1,-6.4,1
2017,1,14,"DePaul","Marquette","V",58,83,0,2,-25,-16.1,0
2017,1,16,"DePaul","St. John's (NY)","V",68,78,0,2,-10,-7.6,0
2017,1,21,"DePaul","Butler","H",69,70,1,2,-1,-13,0
2017,1,28,"DePaul","Creighton","V",66,83,0,2,-17,-18.1,0
2017,1,31,"DePaul","Georgetown","H",73,76,0,2,-3,-6.3,0
2017,2,4,"DePaul","Marquette","H",79,92,0,2,-13,-10.4,0
2017,2,8,"DePaul","Xavier","V",61,72,0,2,-11,-15.7,0
2017,2,11,"DePaul","Creighton","H",58,93,0,2,-35,-12.4,0
2017,2,13,"DePaul","Villanova","H",62,75,0,2,-13,-19.1,0
2017,2,19,"DePaul","Butler","V",66,82,0,2,-16,-18.7,0
2017,2,22,"DePaul","Georgetown","V",67,65,0,2,2,-12.1,1
2017,2,25,"DePaul","Seton Hall","H",79,82,0,2,-3,-7.4,0
2017,2,28,"DePaul","Providence","V",64,73,0,2,-9,-12.1,0
2017,3,4,"DePaul","Xavier","H",65,79,0,2,-14,-10,0
2017,3,8,"DePaul","Xavier","N",64,75,0,2,-11,-12.8,0
2016,11,13,"Delaware","Bradley","V",63,49,0,2,14,-8.7,1
2016,11,15,"Delaware","La Salle","V",68,74,0,2,-6,-13.1,0
2016,11,18,"Delaware","Miami (OH)","V",68,66,0,2,2,-4,1
2016,11,19,"Delaware","Northern Ky.","N",53,74,0,2,-21,-9.6,0
2016,11,20,"Delaware","Austin Peay","N",75,76,0,2,-1,0.9,0
2016,12,2,"Delaware","Delaware St.","H",64,49,0,2,15,10.6,1
2016,12,11,"Delaware","Yale","V",63,81,0,2,-18,-12.9,0
2016,12,17,"Delaware","Seton Hall","V",68,81,0,2,-13,-22.7,0
2016,12,20,"Delaware","Marist","H",59,56,0,2,3,5,1
2016,12,22,"Delaware","South Fla.","V",53,81,0,2,-28,-3.9,0
2016,12,28,"Delaware","Iona","H",63,54,0,2,9,-8.3,1
2016,12,31,"Delaware","Hofstra","H",56,58,0,2,-2,-4.5,0
2017,1,2,"Delaware","Col. of Charleston","H",56,65,0,2,-9,-10.5,0
2017,1,5,"Delaware","Northeastern","V",54,90,0,2,-36,-12.3,0
2017,1,7,"Delaware","UNCW","H",81,91,0,2,-10,-14.9,0
2017,1,12,"Delaware","Towson","V",56,83,0,2,-27,-14.4,0
2017,1,14,"Delaware","Drexel","V",60,76,0,2,-16,-5.7,0
2017,1,19,"Delaware","Northeastern","H",69,62,0,2,7,-6.6,1
2017,1,21,"Delaware","Towson","H",58,75,0,2,-17,-8.7,0
2017,1,26,"Delaware","William & Mary","V",58,82,0,2,-24,-12.7,0
2017,1,28,"Delaware","James Madison","H",66,61,0,2,5,-1.4,1
2017,2,2,"Delaware","Hofstra","V",65,73,0,2,-8,-10.3,0
2017,2,4,"Delaware","UNCW","V",80,108,0,2,-28,-20.7,0
2017,2,9,"Delaware","Elon","H",76,74,1,2,2,-7.2,1
2017,2,11,"Delaware","James Madison","V",58,57,0,2,1,-7.1,1
2017,2,16,"Delaware","Drexel","H",68,67,0,2,1,0,1
2017,2,18,"Delaware","William & Mary","H",64,85,0,2,-21,-7,0
2017,2,23,"Delaware","Col. of Charleston","V",65,78,0,2,-13,-16.2,0
2017,2,25,"Delaware","Elon","V",59,81,0,2,-22,-12.9,0
2017,3,3,"Delaware","Hofstra","N",81,76,0,2,5,-7.4,1
2017,3,4,"Delaware","UNCW","N",82,91,0,2,-9,-17.8,0
2016,11,13,"Delaware St.","Texas Southern","H",61,74,0,2,-13,-9.6,0
2016,11,16,"Delaware St.","UMBC","V",68,90,0,2,-22,-16.7,0
2016,11,21,"Delaware St.","Louisiana","V",82,83,0,2,-1,-19.8,0
2016,11,23,"Delaware St.","Rice","V",58,80,0,2,-22,-20.2,0
2016,11,26,"Delaware St.","Montana St.","V",66,91,0,2,-25,-14.2,0
2016,11,29,"Delaware St.","St. John's (NY)","V",79,72,0,2,7,-24.9,1
2016,12,2,"Delaware St.","Delaware","V",49,64,0,2,-15,-10.6,0
2016,12,4,"Delaware St.","SMU","V",60,74,0,2,-14,-37.1,0
2016,12,8,"Delaware St.","North Texas","V",40,73,0,2,-33,-8.4,0
2016,12,17,"Delaware St.","Binghamton","V",66,85,0,2,-19,-8.9,0
2016,12,19,"Delaware St.","Indiana","V",56,103,0,2,-47,-33,0
2016,12,22,"Delaware St.","Iowa","V",57,89,0,2,-32,-28.1,0
2016,12,29,"Delaware St.","Hawaii","V",66,77,0,2,-11,-12.9,0
2017,1,7,"Delaware St.","N.C. A&T","V",55,53,0,2,2,1.7,1
2017,1,10,"Delaware St.","N.C. Central","V",69,68,0,2,1,-18.3,1
2017,1,14,"Delaware St.","Hampton","H",77,85,1,2,-8,-2.3,0
2017,1,16,"Delaware St.","Norfolk St.","H",70,75,0,2,-5,-3.5,0
2017,1,21,"Delaware St.","South Carolina St.","V",64,74,0,2,-10,-3.2,0
2017,1,23,"Delaware St.","Savannah St.","V",79,94,0,2,-15,-5.3,0
2017,1,28,"Delaware St.","Florida A&M","H",68,81,0,2,-13,5.4,0
2017,1,30,"Delaware St.","N.C. Central","H",74,82,0,2,-8,-12.5,0
2017,2,1,"Delaware St.","N.C. A&T","H",82,65,0,2,17,7.4,1
2017,2,4,"Delaware St.","Bethune-Cookman","V",88,82,1,2,6,-1.9,1
2017,2,6,"Delaware St.","Florida A&M","V",80,77,1,2,3,-0.3,1
2017,2,11,"Delaware St.","Morgan St.","V",56,45,0,2,11,-5.9,1
2017,2,13,"Delaware St.","Coppin St.","V",75,83,0,2,-8,0,0
2017,2,20,"Delaware St.","Morgan St.","H",54,65,0,2,-11,-0.2,0
2017,2,25,"Delaware St.","UMES","H",64,65,0,2,-1,-1.9,0
2017,3,2,"Delaware St.","Howard","H",66,56,0,2,10,1.4,1
2017,3,7,"Delaware St.","Bethune-Cookman","N",62,69,0,2,-7,1,0
2016,11,12,"Denver","Jacksonville","H",84,92,0,2,-8,9.3,0
2016,11,17,"Denver","San Jose St.","V",74,69,0,2,5,-1.5,1
2016,11,23,"Denver","Utah Valley","H",85,88,0,2,-3,0.8,0
2016,11,26,"Denver","Eastern Wash.","V",80,85,1,2,-5,-2.9,0
2016,11,27,"Denver","Sacramento St.","N",72,61,0,2,11,7.6,1
2016,11,30,"Denver","Wyoming","V",70,82,0,2,-12,-6.9,0
2016,12,3,"Denver","Weber St.","V",57,55,0,2,2,-3.7,1
2016,12,7,"Denver","Texas A&M","V",58,80,0,2,-22,-13.9,0
2016,12,10,"Denver","Air Force","V",77,65,0,2,12,-1.1,1
2016,12,13,"Denver","South Ala.","V",64,51,0,2,13,1.1,1
2016,12,17,"Denver","Northern Colo.","H",73,70,0,2,3,9,1
2016,12,19,"Denver","Ark.-Pine Bluff","H",74,52,0,2,22,21.3,1
2016,12,22,"Denver","UC Riverside","H",73,55,0,2,18,11.6,1
2016,12,28,"Denver","Oral Roberts","H",77,73,0,2,4,5.8,1
2017,1,4,"Denver","South Dakota","H",69,75,0,2,-6,0.5,0
2017,1,7,"Denver","Fort Wayne","V",83,87,0,2,-4,-6.1,0
2017,1,11,"Denver","Western Ill.","H",84,70,0,2,14,10.8,1
2017,1,14,"Denver","North Dakota St.","H",79,55,0,2,24,1.1,1
2017,1,18,"Denver","Omaha","V",88,97,0,2,-9,-3.6,0
2017,1,21,"Denver","IUPUI","V",78,74,0,2,4,-1.9,1
2017,1,25,"Denver","South Dakota St.","H",91,82,0,2,9,2.2,1
2017,1,28,"Denver","South Dakota","V",83,88,0,2,-5,-5.2,0
2017,1,31,"Denver","Oral Roberts","V",93,69,0,2,24,0,1
2017,2,4,"Denver","Fort Wayne","H",76,73,1,2,3,-0.3,1
2017,2,11,"Denver","North Dakota St.","V",63,81,0,2,-18,-4.6,0
2017,2,14,"Denver","Western Ill.","V",78,72,0,2,6,5,1
2017,2,19,"Denver","IUPUI","H",72,83,0,2,-11,3.8,0
2017,2,22,"Denver","Omaha","H",83,84,0,2,-1,2.1,0
2017,2,25,"Denver","South Dakota St.","V",64,88,0,2,-24,-3.5,0
2017,3,5,"Denver","South Dakota St.","N",73,83,0,2,-10,-0.6,0
2016,11,14,"Detroit Mercy","ETSU","V",78,107,0,2,-29,-20.7,0
2016,11,18,"Detroit Mercy","Illinois","V",69,89,0,2,-20,-21.8,0
2016,11,20,"Detroit Mercy","Florida St.","V",71,100,0,2,-29,-30.2,0
2016,11,23,"Detroit Mercy","New Hampshire","V",70,86,0,2,-16,-10.5,0
2016,11,26,"Detroit Mercy","Manhattan","H",81,84,2,2,-3,1.6,0
2016,11,30,"Detroit Mercy","Eastern Mich.","H",61,87,0,2,-26,-7.5,0
2016,12,3,"Detroit Mercy","Murray St.","V",76,86,0,2,-10,-10.8,0
2016,12,7,"Detroit Mercy","Toledo","V",65,73,0,2,-8,-14.2,0
2016,12,10,"Detroit Mercy","Bowling Green","V",61,74,0,2,-13,-7.2,0
2016,12,17,"Detroit Mercy","Western Ky.","H",85,79,0,2,6,-1.7,1
