"date","team","opponent","location","team_score","opp_score","score_diff","game_id","opp_game_id","team_conf","opp_conf","year","month","day","season_id","D1","OT","weights","pred_score_diff","wins"
2018-02-08,"Grand Canyon","UTRGV","V",81,83,-2,24,23,NA,NA,2018,2,8,"2018-19",2,NA,1,7.3,0
2018-02-10,"Grand Canyon","New Mexico St.","V",70,74,-4,25,22,NA,NA,2018,2,10,"2018-19",2,NA,1,-8.7,0
2018-02-17,"Grand Canyon","CSU Bakersfield","V",58,71,-13,26,23,NA,NA,2018,2,17,"2018-19",2,NA,1,6,0
2018-02-22,"Grand Canyon","Seattle U","H",76,64,12,27,26,NA,NA,2018,2,22,"2018-19",2,NA,1,9.4,1
2018-02-24,"Grand Canyon","Utah Valley","H",60,59,1,28,26,NA,NA,2018,2,24,"2018-19",2,NA,1,1.4,1
2018-03-03,"Grand Canyon","CSU Bakersfield","H",81,68,13,29,26,NA,NA,2018,3,3,"2018-19",2,NA,1,12.7,1
2018-03-08,"Grand Canyon","UMKC","N",77,74,3,30,29,NA,NA,2018,3,8,"2018-19",2,NA,1,13.1,1
2018-03-09,"Grand Canyon","Utah Valley","N",75,60,15,31,29,NA,NA,2018,3,9,"2018-19",2,NA,1,-1.9,1
2018-03-10,"Grand Canyon","New Mexico St.","N",58,72,-14,32,30,NA,NA,2018,3,10,"2018-19",2,NA,1,-5.3,0
2018-03-14,"Grand Canyon","Mercer","H",73,78,-5,33,31,NA,NA,2018,3,14,"2018-19",2,NA,1,6.9,0
2017-11-14,"Green Bay","Northern Ill.","V",65,85,-20,1,1,NA,NA,2017,11,14,"2018-19",2,NA,1,-4.9,0
2017-11-20,"Green Bay","Mississippi St.","V",68,77,-9,2,3,NA,NA,2017,11,20,"2018-19",2,NA,1,-21.7,0
2017-11-24,"Green Bay","Florida A&M","H",57,50,7,3,6,NA,NA,2017,11,24,"2018-19",2,NA,1,12.2,1
2017-11-27,"Green Bay","Stetson","H",71,83,-12,4,6,NA,NA,2017,11,27,"2018-19",2,NA,1,6.7,0
2017-12-02,"Green Bay","Belmont","V",75,86,-11,5,9,NA,NA,2017,12,2,"2018-19",2,NA,1,-17.2,0
2017-12-06,"Green Bay","Eastern Ill.","H",59,57,2,6,7,NA,NA,2017,12,6,"2018-19",2,NA,1,2.7,1
2017-12-09,"Green Bay","Missouri","V",77,100,-23,7,9,NA,NA,2017,12,9,"2018-19",2,NA,1,-23.5,0
2017-12-12,"Green Bay","Indiana St.","V",63,85,-22,8,8,NA,NA,2017,12,12,"2018-19",2,NA,1,-12.5,0
2017-12-21,"Green Bay","Bowling Green","H",78,81,-3,9,11,NA,NA,2017,12,21,"2018-19",2,1,1,1.1,0
2017-12-23,"Green Bay","Wisconsin","V",60,81,-21,10,13,NA,NA,2017,12,23,"2018-19",2,NA,1,-19.7,0
2017-12-28,"Green Bay","Detroit Mercy","H",95,83,12,11,12,NA,NA,2017,12,28,"2018-19",2,NA,1,7.6,1
2017-12-30,"Green Bay","Oakland","H",80,79,1,12,15,NA,NA,2017,12,30,"2018-19",2,NA,1,-3.2,1
2018-01-02,"Green Bay","IUPUI","H",63,67,-4,13,12,NA,NA,2018,1,2,"2018-19",2,NA,1,4.3,0
2018-01-04,"Green Bay","Cleveland St.","V",79,80,-1,14,14,NA,NA,2018,1,4,"2018-19",2,NA,1,-1.2,0
2018-01-06,"Green Bay","Youngstown St.","V",74,85,-11,15,14,NA,NA,2018,1,6,"2018-19",2,NA,1,1.5,0
2018-01-10,"Green Bay","Ill.-Chicago","V",73,84,-11,16,15,NA,NA,2018,1,10,"2018-19",2,NA,1,-8.2,0
2018-01-12,"Green Bay","IUPUI","V",61,67,-6,17,15,NA,NA,2018,1,12,"2018-19",2,NA,1,-2.4,0
2018-01-15,"Green Bay","Milwaukee","H",99,92,7,18,18,NA,NA,2018,1,15,"2018-19",2,1,1,-0.9,1
2018-01-18,"Green Bay","Wright St.","H",67,80,-13,19,18,NA,NA,2018,1,18,"2018-19",2,NA,1,-5.6,0
2018-01-20,"Green Bay","Northern Ky.","H",65,77,-12,20,18,NA,NA,2018,1,20,"2018-19",2,NA,1,-10,0
2018-01-25,"Green Bay","Cleveland St.","H",66,44,22,21,21,NA,NA,2018,1,25,"2018-19",2,NA,1,5.5,1
2018-01-27,"Green Bay","Youngstown St.","H",85,67,18,22,21,NA,NA,2018,1,27,"2018-19",2,NA,1,8.2,1
2018-02-02,"Green Bay","Milwaukee","V",58,76,-18,23,24,NA,NA,2018,2,2,"2018-19",2,NA,1,-7.6,0
2018-02-08,"Green Bay","Wright St.","V",64,68,-4,24,24,NA,NA,2018,2,8,"2018-19",2,NA,1,-12.3,0
2018-02-10,"Green Bay","Northern Ky.","V",80,86,-6,25,24,NA,NA,2018,2,10,"2018-19",2,NA,1,-16.7,0
2018-02-16,"Green Bay","Ill.-Chicago","H",75,83,-8,26,26,NA,NA,2018,2,16,"2018-19",2,NA,1,-1.5,0
2018-02-22,"Green Bay","Oakland","V",96,90,6,27,30,NA,NA,2018,2,22,"2018-19",2,NA,1,-9.9,1
2018-02-24,"Green Bay","Detroit Mercy","V",107,97,10,28,29,NA,NA,2018,2,24,"2018-19",2,NA,1,0.9,1
2018-03-02,"Green Bay","Detroit Mercy","N",93,81,12,29,30,NA,NA,2018,3,2,"2018-19",2,NA,1,4.3,1
2018-03-03,"Green Bay","Wright St.","N",72,87,-15,30,30,NA,NA,2018,3,3,"2018-19",2,NA,1,-9,0
2017-11-10,"Hampton","Rider","V",75,90,-15,1,1,NA,NA,2017,11,10,"2018-19",2,NA,1,-12.8,0
2017-11-15,"Hampton","William & Mary","V",76,83,-7,2,2,NA,NA,2017,11,15,"2018-19",2,NA,1,-10.3,0
2017-11-18,"Hampton","George Washington","V",57,65,-8,3,3,NA,NA,2017,11,18,"2018-19",2,NA,1,-9,0
2017-11-20,"Hampton","Xavier","V",60,96,-36,4,4,NA,NA,2017,11,20,"2018-19",2,NA,1,-28,0
2017-11-23,"Hampton","Northern Ariz.","N",76,66,10,5,4,NA,NA,2017,11,23,"2018-19",2,NA,1,5.9,1
2017-11-24,"Hampton","Rider","N",80,94,-14,6,6,NA,NA,2017,11,24,"2018-19",2,NA,1,-9.5,0
2017-12-06,"Hampton","Coastal Caro.","H",81,85,-4,7,7,NA,NA,2017,12,6,"2018-19",2,NA,1,-1,0
2017-12-08,"Hampton","Missouri St.","V",75,88,-13,8,10,NA,NA,2017,12,8,"2018-19",2,NA,1,-14,0
2017-12-17,"Hampton","Gardner-Webb","H",79,80,-1,9,10,NA,NA,2017,12,17,"2018-19",2,NA,1,4.1,0
2017-12-20,"Hampton","Appalachian St.","H",86,53,33,10,11,NA,NA,2017,12,20,"2018-19",2,NA,1,-0.3,1
2017-12-22,"Hampton","Virginia","V",48,82,-34,11,12,NA,NA,2017,12,22,"2018-19",2,NA,1,-31.5,0
2017-12-30,"Hampton","UTRGV","V",69,80,-11,12,15,NA,NA,2017,12,30,"2018-19",2,NA,1,-3.9,0
2018-01-06,"Hampton","UMES","V",83,92,-9,13,15,NA,NA,2018,1,6,"2018-19",2,NA,1,11.7,0
2018-01-12,"Hampton","Delaware St.","H",78,56,22,14,17,NA,NA,2018,1,12,"2018-19",2,NA,1,18.5,1
2018-01-20,"Hampton","Savannah St.","V",101,103,-2,15,18,NA,NA,2018,1,20,"2018-19",2,NA,1,2.6,0
2018-01-22,"Hampton","South Carolina St.","V",91,84,7,16,19,NA,NA,2018,1,22,"2018-19",2,NA,1,7.3,1
2018-01-27,"Hampton","Florida A&M","H",71,75,-4,17,21,NA,NA,2018,1,27,"2018-19",2,NA,1,12.5,0
2018-01-29,"Hampton","Bethune-Cookman","H",80,69,11,18,20,NA,NA,2018,1,29,"2018-19",2,NA,1,5.9,1
2018-01-31,"Hampton","Coppin St.","H",70,59,11,19,24,NA,NA,2018,1,31,"2018-19",2,1,1,14.8,1
2018-02-03,"Hampton","N.C. A&T","V",84,92,-8,20,21,NA,NA,2018,2,3,"2018-19",2,NA,1,-0.4,0
2018-02-05,"Hampton","N.C. Central","V",86,70,16,21,20,NA,NA,2018,2,5,"2018-19",2,NA,1,0.3,1
2018-02-08,"Hampton","Howard","V",95,81,14,22,24,NA,NA,2018,2,8,"2018-19",2,NA,1,4,1
2018-02-10,"Hampton","Norfolk St.","H",82,52,30,23,22,NA,NA,2018,2,10,"2018-19",2,NA,1,6.8,1
2018-02-12,"Hampton","Coppin St.","V",82,79,3,24,27,NA,NA,2018,2,12,"2018-19",2,NA,1,8.1,1
2018-02-17,"Hampton","South Carolina St.","H",79,66,13,25,25,NA,NA,2018,2,17,"2018-19",2,NA,1,14,1
2018-02-19,"Hampton","Savannah St.","H",114,102,12,26,26,NA,NA,2018,2,19,"2018-19",2,1,1,9.3,1
2018-02-24,"Hampton","Morgan St.","H",2,0,2,27,25,NA,NA,2018,2,24,"2018-19",2,NA,1,8.4,1
2018-03-01,"Hampton","Norfolk St.","V",74,71,3,28,28,NA,NA,2018,3,1,"2018-19",2,NA,1,0.1,1
2018-03-07,"Hampton","Florida A&M","N",75,71,4,29,33,NA,NA,2018,3,7,"2018-19",2,NA,1,9.2,1
2018-03-09,"Hampton","N.C. A&T","N",96,86,10,30,32,NA,NA,2018,3,9,"2018-19",2,NA,1,2.9,1
2018-03-10,"Hampton","N.C. Central","N",63,71,-8,31,31,NA,NA,2018,3,10,"2018-19",2,NA,1,3.6,0
2018-03-13,"Hampton","Notre Dame","V",63,84,-21,32,34,NA,NA,2018,3,13,"2018-19",2,2,1,-23.2,0
2017-11-10,"Hartford","Central Conn. St.","H",85,84,1,1,1,NA,NA,2017,11,10,"2018-19",2,1,1,8.4,1
2017-11-15,"Hartford","Rider","V",53,89,-36,2,3,NA,NA,2017,11,15,"2018-19",2,NA,1,-10,0
2017-11-18,"Hartford","LIU Brooklyn","N",84,86,-2,3,4,NA,NA,2017,11,18,"2018-19",2,NA,1,2.5,0
2017-11-19,"Hartford","Miami (OH)","N",68,58,10,4,4,NA,NA,2017,11,19,"2018-19",2,NA,1,-1.8,1
2017-11-24,"Hartford","Bryant","H",73,78,-5,5,5,NA,NA,2017,11,24,"2018-19",2,NA,1,15.6,0
2017-11-26,"Hartford","Wagner","H",50,72,-22,6,4,NA,NA,2017,11,26,"2018-19",2,NA,1,0.6,0
2017-11-30,"Hartford","LIU Brooklyn","V",78,79,-1,7,8,NA,NA,2017,11,30,"2018-19",2,NA,1,-0.9,0
2017-12-02,"Hartford","Boston College","H",61,73,-12,8,9,NA,NA,2017,12,2,"2018-19",2,NA,1,-9.2,0
2017-12-07,"Hartford","Quinnipiac","H",77,75,2,9,10,NA,NA,2017,12,7,"2018-19",2,NA,1,6.9,1
2017-12-11,"Hartford","Sacred Heart","H",86,72,14,10,10,NA,NA,2017,12,11,"2018-19",2,NA,1,8.6,1
2017-12-19,"Hartford","Portland","V",67,78,-11,11,9,NA,NA,2017,12,19,"2018-19",2,NA,1,-0.7,0
2017-12-22,"Hartford","FIU","V",79,72,7,12,10,NA,NA,2017,12,22,"2018-19",2,NA,1,-3.5,1
2017-12-28,"Hartford","Rutgers","V",60,58,2,13,14,NA,NA,2017,12,28,"2018-19",2,NA,1,-11.4,1
2018-01-03,"Hartford","Albany (NY)","V",72,64,8,14,15,NA,NA,2018,1,3,"2018-19",2,NA,1,-9,1
2018-01-06,"Hartford","Stony Brook","H",61,63,-2,15,15,NA,NA,2018,1,6,"2018-19",2,NA,1,2.6,0
2018-01-10,"Hartford","UMass Lowell","H",84,73,11,16,14,NA,NA,2018,1,10,"2018-19",2,NA,1,7.3,1
2018-01-13,"Hartford","Binghamton","H",97,65,32,17,16,NA,NA,2018,1,13,"2018-19",2,NA,1,7.6,1
2018-01-15,"Hartford","UMBC","V",56,78,-22,18,17,NA,NA,2018,1,15,"2018-19",2,NA,1,-7,0
2018-01-18,"Hartford","Maine","V",86,68,18,19,19,NA,NA,2018,1,18,"2018-19",2,NA,1,5,1
2018-01-21,"Hartford","Vermont","H",53,76,-23,20,20,NA,NA,2018,1,21,"2018-19",2,NA,1,-7.4,0
2018-01-27,"Hartford","UMass Lowell","V",77,70,7,21,20,NA,NA,2018,1,27,"2018-19",2,NA,1,0.6,1
2018-01-31,"Hartford","New Hampshire","V",79,62,17,22,21,NA,NA,2018,1,31,"2018-19",2,NA,1,-0.6,1
2018-02-03,"Hartford","Stony Brook","V",73,64,9,23,23,NA,NA,2018,2,3,"2018-19",2,NA,1,-4.1,1
2018-02-11,"Hartford","Albany (NY)","H",63,69,-6,24,26,NA,NA,2018,2,11,"2018-19",2,NA,1,-2.3,0
2018-02-15,"Hartford","Maine","H",67,63,4,25,26,NA,NA,2018,2,15,"2018-19",2,NA,1,11.7,1
2018-02-18,"Hartford","Vermont","V",69,68,1,26,27,NA,NA,2018,2,18,"2018-19",2,NA,1,-14.1,1
2018-02-21,"Hartford","New Hampshire","H",65,56,9,27,27,NA,NA,2018,2,21,"2018-19",2,NA,1,6.1,1
2018-02-24,"Hartford","Binghamton","V",67,57,10,28,28,NA,NA,2018,2,24,"2018-19",2,NA,1,0.9,1
2018-02-27,"Hartford","UMBC","H",53,62,-9,29,28,NA,NA,2018,2,27,"2018-19",2,NA,1,-0.3,0
2018-03-03,"Hartford","New Hampshire","H",71,60,11,30,29,NA,NA,2018,3,3,"2018-19",2,NA,1,6.1,1
2018-03-06,"Hartford","UMBC","V",60,75,-15,31,30,NA,NA,2018,3,6,"2018-19",2,NA,1,-7,0
2018-03-12,"Hartford","San Diego","V",72,88,-16,32,31,NA,NA,2018,3,12,"2018-19",2,NA,1,-10.3,0
2017-11-12,"Harvard","Massachusetts","H",70,67,3,1,2,NA,NA,2017,11,12,"2018-19",2,1,1,6.9,1
2017-11-16,"Harvard","Holy Cross","V",69,73,-4,2,2,NA,NA,2017,11,16,"2018-19",2,NA,1,6,0
2017-11-18,"Harvard","Manhattan","V",69,73,-4,3,2,NA,NA,2017,11,18,"2018-19",2,NA,1,1.6,0
2017-11-23,"Harvard","Saint Mary's (CA)","N",71,89,-18,4,5,NA,NA,2017,11,23,"2018-19",2,NA,1,-10.8,0
2017-11-24,"Harvard","Saint Joseph's","N",77,71,6,5,5,NA,NA,2017,11,24,"2018-19",2,NA,1,-2.2,1
2017-11-26,"Harvard","Cal St. Fullerton","V",61,70,-9,6,5,NA,NA,2017,11,26,"2018-19",2,NA,1,-2.2,0
2017-11-30,"Harvard","Northeastern","V",61,77,-16,7,6,NA,NA,2017,11,30,"2018-19",2,NA,1,-6.8,0
2017-12-02,"Harvard","Kentucky","V",70,79,-9,8,8,NA,NA,2017,12,2,"2018-19",2,NA,1,-18,0
2017-12-06,"Harvard","Fordham","V",47,45,2,9,8,NA,NA,2017,12,6,"2018-19",2,NA,1,5.4,1
2017-12-21,"Harvard","Boston U.","H",74,63,11,10,10,NA,NA,2017,12,21,"2018-19",2,NA,1,10.7,1
2017-12-23,"Harvard","George Washington","V",48,58,-10,11,13,NA,NA,2017,12,23,"2018-19",2,NA,1,-0.5,0
2017-12-30,"Harvard","Minnesota","V",55,65,-10,12,15,NA,NA,2017,12,30,"2018-19",2,NA,1,-7.8,0
2018-01-02,"Harvard","Vermont","H",56,62,-6,13,13,NA,NA,2018,1,2,"2018-19",2,NA,1,-1.8,0
2018-01-06,"Harvard","Dartmouth","H",61,51,10,14,11,NA,NA,2018,1,6,"2018-19",2,NA,1,13,1
2018-01-10,"Harvard","Wofford","V",62,63,-1,15,13,NA,NA,2018,1,10,"2018-19",2,NA,1,-2,0
2018-01-20,"Harvard","Dartmouth","V",62,57,5,16,14,NA,NA,2018,1,20,"2018-19",2,1,1,6.3,1
2018-01-26,"Harvard","Yale","V",54,52,2,17,18,NA,NA,2018,1,26,"2018-19",2,NA,1,0.1,1
2018-01-27,"Harvard","Brown","V",86,77,9,18,16,NA,NA,2018,1,27,"2018-19",2,NA,1,4.1,1
2018-02-02,"Harvard","Columbia","V",76,83,-7,19,17,NA,NA,2018,2,2,"2018-19",2,NA,1,1.8,0
2018-02-03,"Harvard","Cornell","V",76,73,3,20,18,NA,NA,2018,2,3,"2018-19",2,NA,1,5,1
2018-02-09,"Harvard","Princeton","H",66,51,15,21,21,NA,NA,2018,2,9,"2018-19",2,NA,1,5.7,1
2018-02-10,"Harvard","Penn","H",76,67,9,22,23,NA,NA,2018,2,10,"2018-19",2,NA,1,1.2,1
2018-02-16,"Harvard","Brown","H",65,58,7,23,21,NA,NA,2018,2,16,"2018-19",2,NA,1,10.8,1
2018-02-17,"Harvard","Yale","H",64,49,15,24,25,NA,NA,2018,2,17,"2018-19",2,NA,1,6.8,1
2018-02-23,"Harvard","Princeton","V",72,66,6,25,25,NA,NA,2018,2,23,"2018-19",2,1,1,-1,1
2018-02-24,"Harvard","Penn","V",71,74,-3,26,27,NA,NA,2018,2,24,"2018-19",2,NA,1,-5.5,0
2018-03-02,"Harvard","Cornell","H",98,88,10,27,25,NA,NA,2018,3,2,"2018-19",2,2,1,11.7,1
2018-03-03,"Harvard","Columbia","H",93,74,19,28,26,NA,NA,2018,3,3,"2018-19",2,NA,1,8.5,1
2018-03-10,"Harvard","Cornell","N",74,55,19,29,27,NA,NA,2018,3,10,"2018-19",2,NA,1,8.3,1
2018-03-11,"Harvard","Penn","H",65,68,-3,30,31,NA,NA,2018,3,11,"2018-19",2,NA,1,1.2,0
2018-03-14,"Harvard","Marquette","V",60,67,-7,31,33,NA,NA,2018,3,14,"2018-19",2,2,1,-12.8,0
2017-11-10,"Hawaii","Ark.-Pine Bluff","H",82,70,12,1,1,NA,NA,2017,11,10,"2018-19",2,NA,1,13.3,1
2017-11-12,"Hawaii","North Dakota","H",81,78,3,2,2,NA,NA,2017,11,12,"2018-19",2,NA,1,7.2,1
2017-11-13,"Hawaii","Troy","H",72,67,5,3,3,NA,NA,2017,11,13,"2018-19",2,1,1,1.2,1
2017-11-24,"Hawaii","Nevada","H",54,67,-13,4,6,NA,NA,2017,11,24,"2018-19",2,NA,1,-13.1,0
2017-12-02,"Hawaii","Utah","V",60,80,-20,5,7,NA,NA,2017,12,2,"2018-19",2,NA,1,-16.1,0
2017-12-06,"Hawaii","Prairie View","H",72,60,12,6,8,NA,NA,2017,12,6,"2018-19",2,NA,1,8.6,1
2017-12-17,"Hawaii","Utah Valley","H",70,69,1,7,10,NA,NA,2017,12,17,"2018-19",2,NA,1,-4.9,1
2017-12-22,"Hawaii","Miami (FL)","H",57,75,-18,8,10,NA,NA,2017,12,22,"2018-19",2,NA,1,-11.2,0
2017-12-23,"Hawaii","Davidson","H",79,71,8,9,10,NA,NA,2017,12,23,"2018-19",2,NA,1,-9.7,1
2017-12-25,"Hawaii","Princeton","H",63,77,-14,10,14,NA,NA,2017,12,25,"2018-19",2,NA,1,2.2,0
2017-12-29,"Hawaii","Howard","H",84,59,25,11,14,NA,NA,2017,12,29,"2018-19",2,NA,1,15.6,1
2018-01-04,"Hawaii","Long Beach St.","V",81,89,-8,12,15,NA,NA,2018,1,4,"2018-19",2,NA,1,-2.7,0
2018-01-06,"Hawaii","CSUN","V",65,46,19,13,13,NA,NA,2018,1,6,"2018-19",2,NA,1,6.4,1
2018-01-10,"Hawaii","Cal Poly","H",57,45,12,14,15,NA,NA,2018,1,10,"2018-19",2,NA,1,11.5,1
2018-01-13,"Hawaii","UC Santa Barbara","H",77,76,1,15,15,NA,NA,2018,1,13,"2018-19",2,NA,1,-2.2,1
2018-01-20,"Hawaii","UC Davis","H",77,72,5,16,17,NA,NA,2018,1,20,"2018-19",2,NA,1,-1.2,1
2018-01-27,"Hawaii","Cal St. Fullerton","H",66,69,-3,17,18,NA,NA,2018,1,27,"2018-19",2,NA,1,0.9,0
2018-02-01,"Hawaii","UC Santa Barbara","V",82,84,-2,18,20,NA,NA,2018,2,1,"2018-19",2,1,1,-8.9,0
2018-02-03,"Hawaii","Cal Poly","V",64,78,-14,19,21,NA,NA,2018,2,3,"2018-19",2,NA,1,4.8,0
2018-02-07,"Hawaii","UC Riverside","H",60,64,-4,20,21,NA,NA,2018,2,7,"2018-19",2,NA,1,8.4,0
2018-02-10,"Hawaii","CSUN","H",71,77,-6,21,23,NA,NA,2018,2,10,"2018-19",2,NA,1,13.1,0
2018-02-15,"Hawaii","UC Irvine","V",62,61,1,22,26,NA,NA,2018,2,15,"2018-19",2,NA,1,-6.8,1
2018-02-17,"Hawaii","UC Riverside","V",74,69,5,23,24,NA,NA,2018,2,17,"2018-19",2,1,1,1.7,1
2018-02-22,"Hawaii","Long Beach St.","H",74,63,11,24,27,NA,NA,2018,2,22,"2018-19",2,NA,1,4,1
2018-02-24,"Hawaii","UC Irvine","H",57,66,-9,25,29,NA,NA,2018,2,24,"2018-19",2,NA,1,-0.1,0
2018-03-01,"Hawaii","UC Davis","V",59,70,-11,26,27,NA,NA,2018,3,1,"2018-19",2,NA,1,-7.9,0
2018-03-03,"Hawaii","Cal St. Fullerton","V",68,60,8,27,26,NA,NA,2018,3,3,"2018-19",2,NA,1,-5.8,1
2018-03-08,"Hawaii","UC Irvine","N",67,68,-1,28,31,NA,NA,2018,3,8,"2018-19",2,NA,1,-3.4,0
2017-11-10,"High Point","William & Mary","H",100,66,34,1,1,NA,NA,2017,11,10,"2018-19",2,NA,1,-1.7,1
2017-11-14,"High Point","Tennessee","V",53,84,-31,2,2,NA,NA,2017,11,14,"2018-19",2,NA,1,-25.8,0
2017-11-18,"High Point","The Citadel","H",77,79,-2,3,3,NA,NA,2017,11,18,"2018-19",2,NA,1,10.4,0
2017-11-24,"High Point","Charlotte","V",67,70,-3,4,4,NA,NA,2017,11,24,"2018-19",2,NA,1,1.3,0
2017-11-28,"High Point","Pittsburgh","V",63,71,-8,5,7,NA,NA,2017,11,28,"2018-19",2,NA,1,-5.6,0
2017-12-04,"High Point","Col. of Charleston","V",58,70,-12,6,7,NA,NA,2017,12,4,"2018-19",2,NA,1,-11.4,0
2017-12-17,"High Point","Wofford","N",57,70,-13,7,8,NA,NA,2017,12,17,"2018-19",2,NA,1,-5.2,0
2017-12-19,"High Point","Western Caro.","V",72,61,11,8,11,NA,NA,2017,12,19,"2018-19",2,NA,1,1.9,1
2017-12-30,"High Point","Winthrop","V",60,76,-16,9,9,NA,NA,2017,12,30,"2018-19",2,NA,1,-8.7,0
2018-01-03,"High Point","UNC Asheville","H",84,74,10,10,13,NA,NA,2018,1,3,"2018-19",2,NA,1,0.7,1
2018-01-06,"High Point","Charleston So.","H",80,59,21,11,11,NA,NA,2018,1,6,"2018-19",2,NA,1,4.5,1
2018-01-09,"High Point","Gardner-Webb","V",45,62,-17,12,14,NA,NA,2018,1,9,"2018-19",2,NA,1,-0.7,0
2018-01-12,"High Point","Campbell","V",64,65,-1,13,14,NA,NA,2018,1,12,"2018-19",2,NA,1,-4.2,0
2018-01-15,"High Point","Presbyterian","H",73,49,24,14,16,NA,NA,2018,1,15,"2018-19",2,NA,1,10.8,1
2018-01-18,"High Point","Liberty","H",71,60,11,15,17,NA,NA,2018,1,18,"2018-19",2,NA,1,-0.8,1
2018-01-21,"High Point","Longwood","V",75,55,20,16,18,NA,NA,2018,1,21,"2018-19",2,NA,1,8.2,1
2018-01-24,"High Point","Radford","H",76,78,-2,17,20,NA,NA,2018,1,24,"2018-19",2,1,1,-0.9,0
2018-01-27,"High Point","UNC Asheville","V",77,84,-7,18,21,NA,NA,2018,1,27,"2018-19",2,NA,1,-6,0
2018-02-01,"High Point","Charleston So.","V",74,83,-9,19,19,NA,NA,2018,2,1,"2018-19",2,NA,1,-2.2,0
2018-02-03,"High Point","Campbell","H",67,56,11,20,21,NA,NA,2018,2,3,"2018-19",2,NA,1,2.5,1
2018-02-07,"High Point","Radford","V",61,60,1,21,24,NA,NA,2018,2,7,"2018-19",2,NA,1,-7.6,1
2018-02-10,"High Point","Winthrop","H",70,82,-12,22,22,NA,NA,2018,2,10,"2018-19",2,NA,1,-2,0
2018-02-15,"High Point","Presbyterian","V",62,69,-7,23,25,NA,NA,2018,2,15,"2018-19",2,NA,1,4.1,0
2018-02-18,"High Point","Gardner-Webb","H",66,65,1,24,26,NA,NA,2018,2,18,"2018-19",2,NA,1,6,1
2018-02-22,"High Point","Longwood","H",75,56,19,25,27,NA,NA,2018,2,22,"2018-19",2,NA,1,14.9,1
2018-02-24,"High Point","Liberty","V",45,65,-20,26,28,NA,NA,2018,2,24,"2018-19",2,NA,1,-7.5,0
2018-02-27,"High Point","Longwood","H",55,68,-13,27,29,NA,NA,2018,2,27,"2018-19",2,NA,1,14.9,0
2017-11-10,"Hofstra","Army West Point","H",77,74,3,1,1,NA,NA,2017,11,10,"2018-19",2,NA,1,10.2,1
2017-11-13,"Hofstra","Kennesaw St.","H",75,57,18,2,2,NA,NA,2017,11,13,"2018-19",2,NA,1,13.5,1
2017-11-16,"Hofstra","Dayton","N",72,69,3,3,2,NA,NA,2017,11,16,"2018-19",2,NA,1,-0.3,1
2017-11-17,"Hofstra","Clemson","N",59,78,-19,4,4,NA,NA,2017,11,17,"2018-19",2,NA,1,-15.6,0
2017-11-19,"Hofstra","Auburn","N",78,89,-11,5,4,NA,NA,2017,11,19,"2018-19",2,NA,1,-14.5,0
2017-11-25,"Hofstra","Siena","V",76,85,-9,6,5,NA,NA,2017,11,25,"2018-19",2,NA,1,6.4,0
2017-12-06,"Hofstra","Monmouth","V",85,84,1,7,9,NA,NA,2017,12,6,"2018-19",2,NA,1,-1.9,1
2017-12-09,"Hofstra","Rider","V",88,82,6,8,10,NA,NA,2017,12,9,"2018-19",2,NA,1,-5.1,1
2017-12-12,"Hofstra","Stony Brook","V",84,81,3,9,10,NA,NA,2017,12,12,"2018-19",2,NA,1,0.8,1
2017-12-20,"Hofstra","Manhattan","H",61,63,-2,10,11,NA,NA,2017,12,20,"2018-19",2,NA,1,7.5,0
2017-12-22,"Hofstra","Villanova","N",71,95,-24,11,12,NA,NA,2017,12,22,"2018-19",2,NA,1,-24.6,0
2017-12-30,"Hofstra","William & Mary","V",87,90,-3,12,10,NA,NA,2017,12,30,"2018-19",2,NA,1,-2.7,0
2018-01-02,"Hofstra","Northeastern","V",71,70,1,13,13,NA,NA,2018,1,2,"2018-19",2,NA,1,-7.5,1
2018-01-05,"Hofstra","James Madison","H",87,81,6,14,15,NA,NA,2018,1,5,"2018-19",2,1,1,8.4,1
2018-01-07,"Hofstra","Elon","H",76,89,-13,15,15,NA,NA,2018,1,7,"2018-19",2,NA,1,9.3,0
2018-01-11,"Hofstra","Towson","V",76,73,3,16,16,NA,NA,2018,1,11,"2018-19",2,NA,1,-4,1
2018-01-13,"Hofstra","Drexel","V",91,86,5,17,18,NA,NA,2018,1,13,"2018-19",2,NA,1,3.2,1
2018-01-18,"Hofstra","Delaware","H",90,63,27,18,18,NA,NA,2018,1,18,"2018-19",2,NA,1,9.7,1
2018-01-20,"Hofstra","Col. of Charleston","V",70,76,-6,19,18,NA,NA,2018,1,20,"2018-19",2,NA,1,-5.7,0
2018-01-25,"Hofstra","Northeastern","H",67,81,-14,20,20,NA,NA,2018,1,25,"2018-19",2,NA,1,-0.8,0
2018-01-27,"Hofstra","Delaware","V",64,59,5,21,21,NA,NA,2018,1,27,"2018-19",2,NA,1,3,1
2018-02-01,"Hofstra","UNCW","H",96,76,20,22,21,NA,NA,2018,2,1,"2018-19",2,NA,1,10.2,1
2018-02-03,"Hofstra","Col. of Charleston","H",85,86,-1,23,22,NA,NA,2018,2,3,"2018-19",2,NA,1,1,0
2018-02-08,"Hofstra","Elon","V",67,48,19,24,24,NA,NA,2018,2,8,"2018-19",2,NA,1,2.6,1
2018-02-10,"Hofstra","UNCW","V",70,90,-20,25,23,NA,NA,2018,2,10,"2018-19",2,NA,1,3.5,0
