"team","conf","conf_rank","stars_5","stars_4","stars_3","num_star_players","avg_recruit_score","composite_score","year"
"Northwestern State","SLC",11,0,0,0,1,70,0,2013
"Furman","Southern",6,0,0,0,3,70,0,2013
"Wofford","Southern",7,0,0,0,3,70,0,2013
"Citadel","Southern",8,0,0,0,3,70,0,2013
"Elon","Southern",9,0,0,0,2,70,0,2013
"Davidson","Southern",NA,NA,NA,NA,1,0,0,2013
"South Dakota State","Summit",2,0,0,0,4,70,0,2013
"Nebraska Omaha","Summit",3,0,0,0,3,70,0,2013
"Denver","Summit",4,0,0,0,3,70,0,2013
"North Dakota State","Summit",5,0,0,0,3,70,0,2013
"South Dakota","Summit",6,0,0,0,2,70,0,2013
"IUPUI","Summit",7,0,0,0,2,70,0,2013
"IPFW","Summit",NA,NA,NA,NA,1,0,0,2013
"Prairie View A&M","SW-AC",1,0,0,0,4,70,0,2013
"Alcorn State","SW-AC",2,0,0,0,4,70,0,2013
"Arkansas-Pine Bluff","SW-AC",3,0,0,0,4,70,0,2013
"Texas Southern","SW-AC",4,0,0,0,3,70,0,2013
"Mississippi Valley State","SW-AC",5,0,0,0,2,70,0,2013
"Alabama A&M","SW-AC",6,0,0,0,1,70,0,2013
"Grambling State","SW-AC",7,0,0,0,1,70,0,2013
"Cal State Bakersfield","WAC",3,0,0,0,2,70,0,2013
"Chicago State","WAC",NA,NA,NA,NA,1,0,0,2013
"UTEP","C-USA",1,0,0,3,4,84.64,NA,2013
"UAB","C-USA",2,0,0,3,4,84.27,NA,2013
"Middle Tennessee State","C-USA",3,0,0,3,4,79.65,NA,2013
"Marshall","C-USA",4,0,0,1,1,86.8,NA,2013
"Southern Miss","C-USA",5,0,0,1,1,85.74,NA,2013
"FIU","C-USA",6,0,0,1,3,75.14,NA,2013
"North Texas","C-USA",7,0,0,1,4,73.72,NA,2013
"Western Kentucky","C-USA",8,0,0,0,2,73.33,NA,2013
"Charlotte","C-USA",9,0,0,0,2,73.33,NA,2013
"Texas-San Antonio","C-USA",10,0,0,0,4,70,NA,2013
"Louisiana Tech","C-USA",11,0,0,0,2,70,NA,2013
"Florida Atlantic","C-USA",12,0,0,0,2,70,NA,2013
"Old Dominion","C-USA",13,0,0,0,1,70,NA,2013
"Rice","C-USA",NA,NA,NA,NA,3,0,NA,2013
"Loyola Marymount","WCC",5,0,0,1,3,74.23,NA,2013
"Santa Clara","WCC",8,0,0,0,1,76.67,NA,2013
"Duke","ACC",1,3,1,0,4,99.54,69.83,2014
"Kentucky","SEC",1,4,0,0,4,99.42,69.45,2014
"Arizona","Pac-12",1,1,3,1,5,96.04,67.82,2014
"UNLV","M-West",1,1,2,2,5,94.43,67.5,2014
"Louisville","ACC",2,0,4,2,6,94.55,66.95,2014
"Ohio State","Big-Ten",1,1,2,1,4,96.27,66.37,2014
"UCLA","Pac-12",2,1,2,1,4,95.67,66.26,2014
"Georgetown","Big-East",1,0,4,1,5,94.25,66.11,2014
"Kansas","Big-12",1,2,1,1,4,94.73,65.62,2014
"North Carolina","ACC",3,2,1,0,3,99.29,65.06,2014
"Missouri","SEC",2,0,3,2,5,93.29,64.91,2014
"Stanford","Pac-12",3,0,3,1,4,96.03,64.21,2014
"Maryland","Big-Ten",2,0,4,0,4,96.03,64.2,2014
"Florida","SEC",3,1,2,0,3,98.72,63.81,2014
"Xavier","Big-East",2,0,6,0,6,94.58,63.23,2014
"Seton Hall","Big-East",3,1,1,4,6,90.22,62.96,2014
"San Diego State","M-West",2,0,3,1,4,94.69,62.62,2014
"N.C. State","ACC",4,0,3,0,3,97.51,61.23,2014
"USC","Pac-12",4,0,2,2,4,93.88,61.14,2014
"Providence","Big-East",4,0,3,1,4,93.13,60.61,2014
"Indiana","Big-Ten",3,1,1,3,6,88.27,60.34,2014
"Alabama","SEC",4,0,3,1,4,93.65,60.11,2014
"Oregon","Pac-12",5,0,3,3,6,92.13,60.01,2014
"Virginia Tech","ACC",5,0,2,4,6,91.83,59.98,2014
"VCU","A-10",1,0,3,1,4,92.89,59.5,2014
"Miami","ACC",6,0,2,2,4,92,57.55,2014
"Vanderbilt","SEC",5,0,4,1,5,91.95,56.32,2014
"Oklahoma State","Big-12",2,0,2,3,5,89.12,56.16,2014
"Brigham Young","WCC",1,0,2,2,4,90.51,56.07,2014
"Michigan","Big-Ten",4,0,2,2,5,88.18,55.45,2014
"Cincinnati","AAC",1,0,2,2,4,90.12,54.26,2014
"Virginia","ACC",7,0,1,3,4,90.24,53.46,2014
"Purdue","Big-Ten",5,0,2,3,5,88.98,53.45,2014
"Oklahoma","Big-12",3,0,2,2,4,90.04,53.28,2014
"Arizona State","Pac-12",6,0,2,3,5,90.19,52.98,2014
"Auburn","SEC",6,0,2,1,4,86.51,52.95,2014
"Memphis","AAC",2,0,1,3,4,89.64,52.55,2014
"Syracuse","ACC",8,1,1,0,2,98.61,51.61,2014
"Tennessee","SEC",7,0,1,5,6,88.07,51.41,2014
"Michigan State","Big-Ten",6,0,1,2,3,92.11,50.69,2014
"Texas","Big-12",4,1,1,0,2,97.64,50.2,2014
"South Carolina","SEC",8,0,2,2,4,88.9,49.97,2014
"Arkansas","SEC",9,0,1,3,4,89.78,49.86,2014
"LSU","SEC",10,0,1,3,4,87.96,49.82,2014
"Gonzaga","WCC",2,0,1,3,4,88.12,49.13,2014
"Connecticut","AAC",3,1,0,2,3,89.7,48.51,2014
"New Mexico","M-West",3,0,1,3,4,89.28,48.24,2014
"Villanova","Big-East",5,0,2,0,2,96.41,47.61,2014
"Northwestern","Big-Ten",7,0,1,4,5,86.64,46.5,2014
"Utah","Pac-12",7,0,1,2,3,88.92,46.5,2014
"Texas A&M","SEC",11,0,1,3,4,86.84,46.49,2014
"Georgia Tech","ACC",9,0,1,2,3,89.17,46.26,2014
"George Washington","A-10",2,0,1,3,4,87.12,45.8,2014
"Notre Dame","ACC",10,0,1,2,3,88.39,44.4,2014
"Illinois","Big-Ten",8,0,1,1,2,93.87,43.87,2014
"Ole Miss","SEC",12,0,0,5,5,85.85,43.17,2014
"Florida State","ACC",11,0,1,3,4,86.24,43.02,2014
"Creighton","Big-East",6,0,1,1,2,93.38,42.65,2014
"Saint Joseph's","A-10",3,0,0,3,4,83.72,41.89,2014
"Baylor","Big-12",5,0,1,3,4,86.04,41.54,2014
"Butler","Big-East",7,0,1,2,3,87.49,41.35,2014
"Rhode Island","A-10",4,0,1,1,3,84.88,41.21,2014
"Minnesota","Big-Ten",9,0,0,5,5,85.93,41.18,2014
"Kansas State","Big-12",6,0,1,1,3,85.11,41.14,2014
"Oregon State","Pac-12",8,0,0,3,3,87.65,41.14,2014
"Boise State","M-West",4,0,1,2,3,87.3,40.92,2014
"Fresno State","M-West",5,0,1,2,3,86.92,40.56,2014
"Rutgers","Big-Ten",10,0,0,5,5,84.51,40.42,2014
"Colorado","Pac-12",9,0,1,1,2,91.55,39.71,2014
"UCF","AAC",4,0,0,3,3,86.5,39.36,2014
"USF","AAC",5,0,0,3,3,86.45,38.71,2014
"UAB","C-USA",1,0,0,2,4,84.06,37.83,2014
"Texas Tech","Big-12",7,0,0,6,7,82.22,37.38,2014
"Miami (OH)","MAC",1,0,1,1,3,84.75,37.31,2014
"Iowa","Big-Ten",11,0,0,3,3,85.85,36.86,2014
"Saint Louis","A-10",5,0,0,5,7,81.81,36.27,2014
"Clemson","ACC",12,0,1,1,2,89.3,35.84,2014
"Massachusetts","A-10",6,0,1,1,3,84.16,35.84,2014
"West Virginia","Big-12",8,0,0,4,4,84.78,35.71,2014
"Mississippi State","SEC",13,0,0,4,4,84.2,35.05,2014
"Ball State","MAC",2,0,1,0,4,81.63,34.76,2014
"Rice","C-USA",2,0,0,2,4,80.86,34.73,2014
"George Mason","A-10",7,0,0,3,4,83.14,34.35,2014
"Belmont","OVC",1,0,1,1,2,88.5,34.26,2014
"Pittsburgh","ACC",13,0,0,3,3,85.07,33.94,2014
"Colorado State","M-West",6,0,0,2,4,81.79,33.78,2014
"Dayton","A-10",8,0,1,1,2,88.21,33.76,2014
"Houston","AAC",6,0,1,1,2,87.67,32.68,2014
"Western Kentucky","C-USA",3,0,0,4,5,82.65,32.37,2014
"Washington","Pac-12",10,0,0,2,2,87.24,31.48,2014
"Harvard","Ivy",1,0,0,2,2,87.02,31.47,2014
"Nebraska","Big-Ten",12,0,0,2,2,86.78,30.81,2014
"Hofstra","CAA",1,0,0,2,3,81.23,30.52,2014
"UTEP","C-USA",4,0,0,2,3,81.29,30.5,2014
"Middle Tennessee State","C-USA",5,0,0,2,3,80.74,29.22,2014
"South Alabama","SBC",1,0,0,4,4,82.02,29.02,2014
"DePaul","Big-East",8,0,0,2,2,85.59,28.75,2014
"Penn State","Big-Ten",13,0,0,2,2,85.65,28.61,2014
"East Carolina","AAC",7,0,0,1,3,80.13,28.2,2014
"Wyoming","M-West",7,0,0,1,3,81.47,26.72,2014
"Princeton","Ivy",2,0,0,2,2,84.55,26.69,2014
"Marquette","Big-East",9,0,1,0,1,96.65,26.65,2014
"Davidson","Southern",1,0,0,2,3,81.57,26.55,2014
"Tulsa","AAC",8,0,0,2,2,84.54,26.42,2014
"Charlotte","C-USA",6,0,0,2,2,84.28,26.07,2014
"Louisiana Tech","C-USA",7,0,0,2,3,79.4,25.93,2014
"Georgia","SEC",14,0,0,2,2,84.06,25.71,2014
"Buffalo","MAC",3,0,0,1,2,83.51,25.03,2014
"Wright State","Horizon",1,0,0,2,3,80.33,24.88,2014
"Wake Forest","ACC",14,0,0,2,2,83.28,24.12,2014
"St. John's","Big-East",10,0,0,2,2,83.31,24.11,2014
"Vermont","A-East",1,0,0,2,2,83.33,24.01,2014
"Utah State","M-West",8,0,0,1,3,80.68,23.97,2014
"Temple","AAC",9,0,1,0,1,93.37,23.37,2014
"Nevada","M-West",9,0,0,2,2,82.77,23.33,2014
"Iowa State","Big-12",9,0,1,0,1,93.07,23.07,2014
"Southern Miss","C-USA",8,0,0,1,3,79.22,22.8,2014
"Lipscomb","A-Sun",1,0,0,2,2,82.5,22.61,2014
"Murray State","OVC",2,0,0,1,2,82.26,22.39,2014
"California","Pac-12",11,0,0,2,2,82.25,22.19,2014
"Wisconsin-Green Bay","Horizon",2,0,0,2,2,81.83,21.44,2014
"Georgia State","SBC",2,0,0,1,2,81.58,21,2014
"Stetson","A-Sun",2,0,0,1,1,90.28,20.28,2014
"Tulane","AAC",10,0,0,1,1,90.08,20.08,2014
"Washington State","Pac-12",12,0,0,2,2,81.14,20.06,2014
"Wisconsin","Big-Ten",14,0,0,1,1,89.91,19.91,2014
"TCU","Big-12",10,0,0,1,2,81,19.83,2014
"Florida Atlantic","C-USA",9,0,0,1,2,79.74,19.48,2014
"Fordham","A-10",9,0,0,1,1,89,19,2014
"Kent State","MAC",4,0,0,1,2,79.81,18.28,2014
"Saint Peter's","MAAC",1,0,0,1,1,88.23,18.23,2014
"Boston College","ACC",15,0,0,1,1,88.09,18.09,2014
"Marshall","C-USA",10,0,0,1,1,87.38,17.38,2014
"Yale","Ivy",3,0,0,1,1,87.01,17.01,2014
"Florida Gulf Coast","A-Sun",3,0,0,1,1,86.18,16.18,2014
"New Mexico State","WAC",1,0,0,1,1,86.09,16.09,2014
"UNC Greensboro","Southern",2,0,0,0,3,75.47,15.09,2014
"Duquesne","A-10",10,0,0,1,1,85.05,15.05,2014
"Elon","Southern",3,0,0,1,1,85.01,15.01,2014
"Pennsylvania","Ivy",4,0,0,1,1,84.63,14.63,2014
"Akron","MAC",5,0,0,1,1,84.5,14.5,2014
"Liberty","B-South",1,0,0,1,2,77.14,14.28,2014
"San Jose State","M-West",10,0,0,1,1,84,14,2014
"Missouri-Kansas City","WAC",2,0,0,1,1,83.34,13.34,2014
"Northern Kentucky","A-Sun",4,0,0,1,1,83.33,13.33,2014
"Hawaii","Big-west",1,0,0,1,1,83.33,13.33,2014
"Towson","CAA",2,0,0,1,1,83.33,13.33,2014
"Bucknell","Patriot",1,0,0,1,1,83.33,13.33,2014
"South Dakota State","Summit",1,0,0,1,1,83.33,13.33,2014
"Pacific","WCC",4,0,0,1,3,74.44,13.33,2014
"UC Santa Barbara","Big-west",2,0,0,1,1,83.03,13.03,2014
"Wofford","Southern",4,0,0,1,1,82,12,2014
"La Salle","A-10",11,0,0,1,1,81.88,11.88,2014
"Charleston Southern","B-South",2,0,0,1,1,81.67,11.67,2014
"Manhattan","MAAC",2,0,0,1,1,81.01,11.01,2014
"Long Beach State","Big-west",3,0,0,0,1,80.44,10.44,2014
"Gardner-Webb","B-South",3,0,0,0,1,80.12,10.12,2014
"Ohio","MAC",6,0,0,0,2,75,10,2014
"Jacksonville","A-Sun",5,0,0,0,1,79.81,9.81,2014
"Georgia Southern","SBC",3,0,0,0,4,72.45,9.81,2014
"Youngstown State","Horizon",3,0,0,0,1,79,9,2014
"Tennessee Tech","OVC",3,0,0,0,1,78.69,8.69,2014
"William & Mary","CAA",3,0,0,0,1,77,7,2014
"Toledo","MAC",7,0,0,0,1,76.67,6.67,2014
"Bowling Green","MAC",8,0,0,0,2,73.33,6.67,2014
"Illinois Chicago","Horizon",4,0,0,0,1,76.67,6.67,2014
"Wisconsin-Milwaukee","Horizon",5,0,0,0,1,76.67,6.67,2014
"Bryant University","NEC",1,0,0,0,1,76.66,6.66,2014
"SIU Edwardsville","OVC",4,0,0,0,1,72.22,2.22,2014
"SMU","AAC",NA,NA,NA,NA,1,0,0,2014
"Texas-San Antonio","C-USA",NA,0,0,0,2,70,0,2014
"North Texas","C-USA",NA,0,0,0,1,70,0,2014
"Old Dominion","C-USA",NA,NA,NA,NA,2,0,0,2014
"FIU","C-USA",NA,NA,NA,NA,1,0,0,2014
"Eastern Michigan","MAC",NA,NA,NA,NA,1,0,0,2014
"Central Michigan","MAC",10,0,0,0,1,70,0,2014
"Western Michigan","MAC",11,0,0,0,1,70,0,2014
"Air Force","M-West",11,0,0,0,2,70,0,2014
"St. Bonaventure","A-10",NA,NA,NA,NA,4,0,0,2014
"Richmond","A-10",13,0,0,0,2,70,0,2014
"Maine","A-East",NA,NA,NA,NA,1,0,0,2014
"Binghamton","A-East",NA,NA,NA,NA,4,0,0,2014
"Hartford","A-East",NA,NA,NA,NA,1,0,0,2014
"New Hampshire","A-East",NA,NA,NA,NA,2,0,0,2014
"UMBC","A-East",NA,NA,NA,NA,3,0,0,2014
"Stony Brook","A-East",7,0,0,0,2,70,0,2014
"Kennesaw State","A-Sun",NA,NA,NA,NA,2,0,0,2014
"Mercer","A-Sun",NA,NA,NA,NA,5,0,0,2014
"South Carolina Upstate","A-Sun",NA,NA,NA,NA,1,0,0,2014
"Cal Poly","Big-west",NA,NA,NA,NA,1,0,0,2014
"UC Davis","Big-west",NA,NA,NA,NA,1,0,0,2014
"Eastern Washington","Big-Sky",NA,NA,NA,NA,2,0,0,2014
"Idaho","Big-Sky",NA,NA,NA,NA,3,0,0,2014
"Montana","Big-Sky",NA,NA,NA,NA,1,0,0,2014
"North Dakota","Big-Sky",NA,NA,NA,NA,2,0,0,2014
"Montana State","Big-Sky",NA,NA,NA,NA,2,0,0,2014
"Idaho State","Big-Sky",6,0,0,0,1,70,0,2014
"Longwood","B-South",4,0,0,0,1,70,0,2014
"Winthrop","B-South",NA,NA,NA,NA,1,0,0,2014
"UNC Asheville","B-South",NA,NA,NA,NA,1,0,0,2014
"Virginia Military Institute","B-South",7,0,0,0,1,70,0,2014
"James Madison","CAA",NA,NA,NA,NA,1,0,0,2014
"Delaware","CAA",NA,NA,NA,NA,1,0,0,2014
"Valparaiso","Horizon",NA,NA,NA,NA,2,0,0,2014
"Oakland","Horizon",NA,NA,NA,NA,3,0,0,2014
"Detroit","Horizon",NA,0,0,0,2,70,0,2014
"Cleveland State","Horizon",NA,NA,NA,NA,2,0,0,2014
"Columbia","Ivy",NA,NA,NA,NA,1,0,0,2014
"Canisius","MAAC",NA,NA,NA,NA,2,0,0,2014
"Fairfield","MAAC",NA,NA,NA,NA,3,0,0,2014
"Iona","MAAC",NA,NA,NA,NA,4,0,0,2014
"Marist","MAAC",NA,NA,NA,NA,2,0,0,2014
"Monmouth","MAAC",NA,NA,NA,NA,1,0,0,2014
"Niagara","MAAC",NA,NA,NA,NA,1,0,0,2014
"Quinnipiac","MAAC",NA,NA,NA,NA,4,0,0,2014
"Rider","MAAC",NA,NA,NA,NA,3,0,0,2014
"Siena","MAAC",NA,0,0,0,1,70,0,2014
"Florida A&M","MEAC",NA,NA,NA,NA,1,0,0,2014
"Robert Morris","NEC",NA,NA,NA,NA,3,0,0,2014
"Long Island","NEC",NA,NA,NA,NA,3,0,0,2014
"Central Connecticut State","NEC",NA,NA,NA,NA,1,0,0,2014
"Tennessee-Martin","OVC",NA,NA,NA,NA,1,0,0,2014
"Eastern Kentucky","OVC",NA,NA,NA,NA,1,0,0,2014
"Tennessee State","OVC",NA,NA,NA,NA,1,0,0,2014
"Lehigh","Patriot",NA,NA,NA,NA,1,0,0,2014
"Loyola (MD)","Patriot",3,0,0,0,1,70,0,2014
"Arkansas-Little Rock","SBC",4,0,0,0,3,70,0,2014
"Arkansas State","SBC",5,0,0,0,6,70,0,2014
"Louisiana-Monroe","SBC",6,0,0,0,4,70,0,2014
"UT-Arlington","SBC",NA,0,0,0,1,70,0,2014
"Texas State","SBC",NA,0,0,0,1,70,0,2014
"Troy","SBC",NA,NA,NA,NA,6,0,0,2014
"Appalachian State","SBC",NA,NA,NA,NA,6,0,0,2014
"Louisiana","SBC",11,0,0,0,2,70,0,2014
"Houston Baptist","SLC",NA,NA,NA,NA,1,0,0,2014
"Central Arkansas","SLC",NA,NA,NA,NA,2,0,0,2014
"New Orleans","SLC",NA,NA,NA,NA,4,0,0,2014
"Nicholls State","SLC",NA,NA,NA,NA,1,0,0,2014
"Furman","Southern",NA,NA,NA,NA,1,0,0,2014
"East Tennessee State","Southern",NA,NA,NA,NA,1,0,0,2014
"Samford","Southern",NA,NA,NA,NA,1,0,0,2014
"IPFW","Summit",NA,NA,NA,NA,1,0,0,2014
"IUPUI","Summit",NA,0,0,0,1,70,0,2014
"Denver","Summit",NA,NA,NA,NA,2,0,0,2014
"Nebraska Omaha","Summit",NA,0,0,0,1,70,0,2014
"Western Illinois","Summit",NA,NA,NA,NA,1,0,0,2014
"South Dakota","Summit",7,0,0,0,1,70,0,2014
"North Dakota State","Summit",8,0,0,0,1,70,0,2014
"Southern University","SW-AC",NA,NA,NA,NA,1,0,0,2014
"Texas Southern","SW-AC",NA,NA,NA,NA,1,0,0,2014
"Prairie View A&M","SW-AC",3,0,0,0,1,70,0,2014
"Alabama A&M","SW-AC",4,0,0,0,1,70,0,2014
"Chicago State","WAC",NA,NA,NA,NA,3,0,0,2014
"Seattle","WAC",NA,0,0,0,2,70,0,2014
"Pepperdine","WCC",NA,NA,NA,NA,1,0,0,2014
"Portland","WCC",NA,NA,NA,NA,2,0,0,2014
"St. Mary's","WCC",NA,NA,NA,NA,1,0,0,2014
"San Diego","WCC",9,0,0,0,1,70,0,2014
"Wichita State","MVC",1,0,1,3,4,87.42,NA,2014
"Drake","MVC",2,0,0,3,4,83.17,NA,2014
"Bradley","MVC",3,0,1,1,2,88.09,NA,2014
"Loyola Chicago","MVC",4,0,0,1,1,85.1,NA,2014
"Southern Illinois","MVC",5,0,0,1,1,81.37,NA,2014
"Indiana State","MVC",NA,0,0,0,1,70,NA,2014
"Missouri State","MVC",NA,NA,NA,NA,3,0,NA,2014
"Northern Iowa","MVC",NA,0,0,0,1,70,NA,2014
"San Francisco","WCC",3,0,0,1,1,85.93,NA,2014
"Loyola Marymount","WCC",NA,NA,NA,NA,1,0,NA,2014
"Kentucky","SEC",1,3,3,1,7,97.15,70.47,2015
"Duke","ACC",1,4,0,2,6,94.66,70.06,2015
"Arizona","Pac-12",1,2,2,0,4,98.84,68.5,2015
"Texas A&M","SEC",2,0,5,0,5,97.36,67.62,2015
"Ohio State","Big-Ten",1,0,5,0,5,96.81,66.38,2015
"Louisville","ACC",2,0,3,1,4,95.37,65.46,2015
"Washington","Pac-12",2,0,5,3,8,92.86,65.13,2015
"Syracuse","ACC",3,0,4,0,4,97.29,65.07,2015
"Memphis","AAC",1,0,3,5,8,89.93,65,2015
"LSU","SEC",3,2,1,0,3,99.06,64.95,2015
"Florida State","ACC",4,1,2,1,4,94.28,64.62,2015
"Marquette","Big-East",1,1,2,2,5,94.18,64.23,2015
"Kansas","Big-12",1,2,1,0,3,98.36,63.83,2015
"UNLV","M-West",1,1,1,2,4,93.99,63.09,2015
"Illinois","Big-Ten",2,0,3,2,5,92.7,62.69,2015
"Auburn","SEC",4,0,3,2,5,92.08,62.67,2015
"Florida","SEC",5,0,3,1,4,95.2,62.05,2015
"Texas","Big-12",2,0,3,0,3,97.91,61.84,2015
"Oregon","Pac-12",3,0,4,0,4,94.88,61.78,2015
"California","Pac-12",4,2,0,1,3,96.14,61.42,2015
"Oregon State","Pac-12",5,0,3,3,6,89.88,60.65,2015
"Mississippi State","SEC",6,1,2,1,4,92.78,60.45,2015
"Virginia Tech","ACC",5,0,3,2,5,92.51,59.88,2015
"UCLA","Pac-12",6,0,2,2,4,91.85,59.3,2015
"Michigan State","Big-Ten",3,0,2,1,3,95.55,59.07,2015
"St. John's","Big-East",2,0,4,2,6,92.41,57.55,2015
"Nebraska","Big-Ten",4,0,3,2,5,90.96,57.3,2015
"Georgetown","Big-East",3,0,2,1,3,94.02,56.32,2015
"Villanova","Big-East",4,1,1,1,3,93.45,55.27,2015
"Wake Forest","ACC",6,0,2,1,3,93.94,54.9,2015
"Oklahoma State","Big-12",3,0,2,1,3,93.56,54.61,2015
"Indiana","Big-Ten",5,1,1,1,3,92.47,54.35,2015
"South Carolina","SEC",7,1,0,4,5,87.48,53.14,2015
"Minnesota","Big-Ten",6,0,2,3,5,90.12,53.03,2015
"Stanford","Pac-12",7,0,3,0,3,93.68,52.85,2015
"West Virginia","Big-12",4,0,2,1,4,86.71,52.24,2015
"Purdue","Big-Ten",7,1,1,1,3,91.37,52.18,2015
"UTEP","C-USA",1,0,1,4,5,89.43,51.93,2015
"Vanderbilt","SEC",8,0,1,3,4,91.17,51.59,2015
"SMU","AAC",2,0,2,1,3,91.96,51.57,2015
"Penn State","Big-Ten",8,0,2,1,3,91.74,51.31,2015
"Rutgers","Big-Ten",9,0,1,3,4,88.56,50.71,2015
"Notre Dame","ACC",7,0,2,1,3,91.89,50.68,2015
"Wisconsin","Big-Ten",10,0,2,2,4,88.53,50.57,2015
"USC","Pac-12",8,0,2,0,2,97.99,50.51,2015
"Baylor","Big-12",5,0,1,2,3,91.17,49.95,2015
"Connecticut","AAC",3,1,1,0,2,97.48,49.81,2015
"Georgia","SEC",9,0,1,3,4,89.42,49.33,2015
"Missouri","SEC",10,0,1,5,6,86.88,48.99,2015
"USF","AAC",4,0,1,4,5,87.82,48.44,2015
"Oklahoma","Big-12",6,0,1,2,3,90.99,48.41,2015
"Temple","AAC",5,0,2,1,3,91.54,48.31,2015
"Cincinnati","AAC",6,0,2,1,3,90.41,47.9,2015
"San Diego State","M-West",2,0,2,0,2,95.97,46.95,2015
"Maryland","Big-Ten",11,1,0,1,2,94.89,45.8,2015
"UCF","AAC",7,0,0,4,4,88.58,45.79,2015
"Wichita State","MVC",1,0,1,3,4,86.87,45.35,2015
"N.C. State","ACC",8,0,1,1,2,94.62,45.06,2015
"Fresno State","M-West",3,0,1,2,3,89.67,45.02,2015
"Tennessee","SEC",11,0,1,4,5,86.64,44.71,2015
"Northwestern","Big-Ten",12,0,1,2,3,88.73,44.7,2015
"Virginia","ACC",9,0,1,1,2,94.27,44.57,2015
"Kansas State","Big-12",7,0,0,7,7,85.57,44.52,2015
"Tulane","AAC",8,0,0,4,5,84.35,44.38,2015
"Arizona State","Pac-12",9,0,0,3,3,89.53,44.25,2015
"Providence","Big-East",5,0,1,4,5,85.32,43.91,2015
"Houston","AAC",9,0,0,4,4,87.24,43.19,2015
"TCU","Big-12",8,0,0,4,4,87.19,42.76,2015
"Creighton","Big-East",6,0,1,2,3,87.75,42.56,2015
"North Carolina","ACC",10,0,1,1,2,92.91,41.84,2015
"Boston College","ACC",11,0,0,5,5,85.09,41.7,2015
"Iowa State","Big-12",9,0,1,2,3,87.32,41.17,2015
"Alabama","SEC",12,0,0,3,3,88.19,41,2015
"Texas Tech","Big-12",10,0,0,4,4,86.26,40.42,2015
"VCU","A-10",1,0,0,4,4,86.11,39.49,2015
"New Mexico","M-West",4,0,0,3,3,86.45,37.92,2015
"Miami","ACC",12,0,1,1,2,90.79,37.83,2015
"DePaul","Big-East",7,0,0,4,4,85.23,37.22,2015
"Iowa","Big-Ten",13,0,0,4,5,82.16,36.82,2015
"Pittsburgh","ACC",13,0,1,1,2,89.46,36.32,2015
"Dayton","A-10",2,0,0,3,4,82.84,35.87,2015
"Clemson","ACC",14,0,1,1,2,89.13,35.26,2015
"Colorado State","M-West",5,0,1,1,4,79.6,35.12,2015
"Rice","C-USA",2,0,0,3,4,82.91,35.06,2015
"Seton Hall","Big-East",8,0,0,3,3,85.03,34.93,2015
"Northern Illinois","MAC",1,0,0,2,5,78.82,34.47,2015
"Boise State","M-West",6,0,1,1,2,88.37,33.88,2015
"Florida Gulf Coast","A-Sun",1,0,0,2,2,88.14,33.07,2015
"Fordham","A-10",3,0,0,2,3,83.16,32.48,2015
"Harvard","Ivy",1,0,0,4,4,82.99,32.33,2015
"IUPUI","Summit",1,0,0,1,4,79.57,32.29,2015
"Saint Joseph's","A-10",4,0,0,3,3,84.36,32.28,2015
"Western Kentucky","C-USA",3,0,0,3,3,83.68,32.13,2015
"Washington State","Pac-12",10,0,0,3,5,78.41,31.57,2015
"Utah","Pac-12",11,0,0,2,2,86.91,31.03,2015
"Ole Miss","SEC",13,0,0,2,2,85.87,29.15,2015
"Wyoming","M-West",7,0,0,2,5,76.17,28.48,2015
"Tennessee-Martin","OVC",1,0,0,2,2,85.5,28.41,2015
"South Alabama","SBC",1,0,0,2,3,81.99,28.1,2015
"Southeast Missouri State","OVC",2,0,0,2,2,85.44,28.09,2015
"Arkansas","SEC",14,0,1,0,1,97.31,27.31,2015
"Long Beach State","Big-west",1,0,0,2,4,77.27,26.39,2015
"Butler","Big-East",9,0,0,2,2,84.4,25.99,2015
"East Carolina","AAC",10,0,0,2,3,79.38,25.55,2015
"Southern Illinois","MVC",2,0,0,2,2,83.94,25.29,2015
"UNC Asheville","B-South",1,0,0,2,2,83.56,24.45,2015
"Michigan","Big-Ten",14,0,1,0,1,94.3,24.3,2015
"Toledo","MAC",2,0,0,2,3,78.9,24.05,2015
"Illinois Chicago","Horizon",1,0,0,1,4,76.45,23.9,2015
"North Texas","C-USA",4,0,0,2,3,78.84,23.89,2015
"Georgia Southern","SBC",2,0,0,1,2,82.29,23.47,2015
"Gonzaga","WCC",1,0,1,0,1,93.33,23.33,2015
"Drake","MVC",3,0,0,2,2,82.74,23.2,2015
"Sacred Heart","NEC",1,0,1,0,1,92.65,22.65,2015
"Rhode Island","A-10",5,0,0,1,2,81.42,21.51,2015
"Northeastern","CAA",1,0,0,1,2,80.87,21.07,2015
"Belmont","OVC",3,0,0,1,1,90.96,20.96,2015
"High Point","B-South",2,0,0,1,1,90.84,20.84,2015
"Xavier","Big-East",10,0,0,1,1,90.8,20.8,2015
"Pacific","WCC",2,0,0,1,1,90.6,20.6,2015
"Saint Louis","A-10",6,0,0,1,3,77.29,20.55,2015
"San Jose State","M-West",8,0,0,1,4,75.46,20.5,2015
"Murray State","OVC",4,0,0,1,1,90,20,2015
"Loyola Chicago","MVC",4,0,0,1,2,79.87,19.75,2015
"Colorado","Pac-12",12,0,0,1,1,89,19,2015
"Arkansas-Little Rock","SBC",3,0,0,1,1,89,19,2015
